,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr2.71134639.F,15,31,25,35,NA,18,15,24,34,NA,31,26,32,41,20,23,43,52,47,28,31,25,47,24,40,12,30,20
chr2.71134644.F,15,31,25,35,NA,18,15,24,34,NA,31,26,32,41,20,23,43,52,47,28,31,25,47,24,40,12,30,20
chr2.71134656.F,15,31,25,35,NA,18,15,24,32,NA,31,25,32,41,20,22,43,52,47,28,30,25,47,23,40,12,30,20
chr2.71134695.R,13,27,39,45,NA,22,18,51,43,NA,23,33,31,31,30,26,31,43,27,29,27,19,36,25,47,16,35,18
chr2.71134727.R,14,27,39,44,NA,23,18,51,44,NA,24,34,32,33,33,27,32,44,27,29,27,19,36,26,47,16,35,18
chr2.71134729.R,14,27,39,45,NA,23,18,51,44,NA,24,34,32,33,33,27,32,44,27,29,27,19,36,26,47,16,35,18
chr2.71134737.R,14,27,39,45,NA,24,18,51,44,NA,24,34,32,33,34,27,32,44,27,29,27,19,37,27,47,16,35,18
chr2.71134739.R,14,27,39,45,NA,24,18,51,44,NA,24,34,32,33,34,27,32,44,27,29,27,19,37,27,47,16,35,18
chr2.71134747.R,14,27,39,45,NA,24,18,51,44,NA,24,34,32,33,34,27,32,44,27,29,27,19,37,27,47,16,35,18
chr2.71134760.R,14,27,39,45,NA,24,18,51,44,NA,24,34,32,33,34,27,32,44,27,29,27,19,37,27,47,16,35,18
chr2.71134791.F,23,35,24,31,NA,16,26,28,21,NA,29,28,10,48,19,14,38,47,13,31,38,20,45,28,31,20,49,15
chr2.71134852.F,23,35,24,31,NA,16,26,28,21,NA,29,28,10,48,19,14,38,47,13,31,38,20,45,27,31,20,49,15
chr2.71134853.R,28,37,32,27,16,34,16,23,42,19,36,31,57,38,21,20,47,50,51,26,31,18,36,30,26,20,36,24
chr2.71134858.F,23,34,24,30,NA,16,26,28,20,NA,29,28,10,48,19,14,38,47,13,31,38,20,45,27,31,20,49,15
chr2.71134859.R,28,37,32,27,16,34,16,23,42,19,36,31,57,38,21,20,47,50,51,26,31,18,36,30,26,20,36,24
chr2.71134875.R,28,37,32,27,16,34,16,23,42,19,36,31,57,38,21,20,47,50,51,26,31,18,36,30,26,20,36,24
chr2.74743207.F,21,29,59,30,23,27,20,17,31,NA,21,42,39,30,24,36,32,26,44,16,18,35,30,56,27,30,27,26
chr2.74743231.F,21,28,59,30,23,27,20,17,31,NA,21,42,38,30,24,36,32,26,44,16,18,35,29,56,26,30,27,26
chr2.74743232.R,19,19,27,12,31,NA,12,23,40,10,NA,24,NA,14,10,25,29,10,22,21,12,38,23,36,17,41,24,12
chr2.74743234.F,21,28,59,30,23,27,20,17,31,NA,21,42,38,30,24,36,32,26,44,16,18,35,29,56,27,30,27,26
chr2.74743235.R,19,19,34,13,31,NA,13,23,40,10,NA,24,NA,14,10,25,28,10,22,21,12,37,23,36,17,41,24,12
chr2.74743241.F,21,28,59,30,23,27,20,17,31,NA,21,42,38,29,24,35,32,26,44,16,18,35,29,56,27,30,27,26
chr2.74743242.R,20,19,35,13,31,NA,14,23,40,10,NA,24,NA,14,10,25,29,10,22,22,12,38,23,38,17,41,24,12
chr2.74743243.F,21,28,59,30,23,27,19,16,31,NA,20,42,38,29,24,34,32,26,44,16,18,35,29,56,27,30,27,26
chr2.74743244.R,20,19,35,13,31,NA,14,23,40,10,NA,24,NA,14,10,25,29,10,22,22,12,38,23,38,18,41,24,12
chr2.74743268.F,20,27,57,30,22,26,18,16,29,NA,20,39,38,26,24,32,28,26,41,16,18,35,27,54,27,29,27,26
chr2.74743269.R,21,19,39,13,32,NA,18,23,43,10,NA,28,NA,15,10,25,31,10,23,22,12,38,23,39,18,41,24,12
chr2.74743296.R,21,19,39,13,32,NA,18,23,43,10,NA,28,NA,15,10,25,31,10,23,22,11,38,23,39,18,41,24,12
chr2.74782089.F,57,49,71,63,62,34,44,49,137,11,67,80,98,136,65,55,123,103,117,68,72,60,51,98,56,60,68,27
chr2.74782096.F,57,49,71,63,62,34,44,49,137,11,67,79,98,136,65,55,123,103,117,68,72,60,51,98,55,60,68,27
chr2.74782130.F,57,49,71,63,61,34,44,49,137,10,67,80,97,135,65,55,123,103,117,68,71,60,50,97,56,60,68,27
chr2.74782131.R,35,42,45,40,23,18,20,41,77,11,27,42,93,81,32,54,74,47,80,36,43,42,35,81,49,48,43,21
chr2.74782141.F,57,49,71,63,61,34,44,49,137,11,67,80,97,135,64,55,123,101,117,68,71,60,50,97,56,60,68,27
chr2.74782142.R,35,43,47,40,23,18,20,41,78,11,27,44,93,81,32,54,76,47,81,36,43,42,35,81,50,48,43,21
chr2.74782157.F,57,49,71,63,61,34,44,49,137,11,67,80,97,135,63,55,123,100,117,68,71,59,50,97,56,60,68,27
chr2.74782158.R,35,45,47,40,23,18,22,41,76,11,26,44,92,80,31,54,77,47,82,36,43,42,35,81,50,48,43,21
chr2.74782169.F,57,49,71,62,61,34,44,49,137,11,66,79,97,135,64,55,123,100,117,68,71,58,50,97,56,60,68,27
chr2.74782170.R,35,46,47,40,23,18,24,41,81,11,27,44,94,82,32,55,77,47,82,36,43,42,35,81,50,48,44,22
chr2.74782195.R,35,47,47,40,23,18,24,41,81,11,27,44,94,82,32,56,77,47,82,36,43,42,35,81,50,48,44,22
chr2.74782202.R,35,47,41,37,23,18,24,41,81,11,27,44,94,81,32,56,77,47,82,36,43,42,35,81,50,48,44,22
chr2.74782205.R,28,37,47,40,23,18,24,41,81,11,27,44,94,82,32,56,76,47,82,36,43,42,35,81,50,48,44,22
chr2.74782220.R,35,47,47,40,23,18,24,41,81,11,27,44,94,84,32,56,79,47,84,36,43,42,35,81,50,48,44,22
chr2.74782223.R,35,47,47,40,23,18,24,41,81,11,27,44,94,84,32,56,79,47,84,36,43,42,35,81,50,48,44,22
chr2.74782229.F,19,31,18,13,15,18,13,23,20,NA,28,16,31,45,14,25,54,24,57,22,22,18,29,31,25,19,15,20
chr2.74782230.R,35,48,47,40,23,18,24,42,81,11,27,45,94,84,32,56,79,47,84,36,43,42,35,82,50,48,44,22
chr2.74782234.F,19,31,18,13,15,18,13,23,20,NA,28,16,31,45,14,25,54,24,57,22,23,18,29,31,25,19,15,20
chr2.74782240.F,19,31,18,13,15,18,13,23,20,NA,28,16,31,44,14,25,54,24,57,22,23,18,29,31,25,19,15,20
chr2.74782244.F,19,31,18,13,15,18,13,23,20,NA,28,16,31,45,14,25,54,24,57,22,23,18,29,31,25,19,15,20
chr2.74782257.F,19,31,17,12,15,18,13,23,20,NA,28,16,31,45,14,25,54,24,57,22,23,18,29,31,25,19,15,20
chr2.74782312.F,25,22,19,20,17,13,13,30,33,NA,23,19,43,51,21,13,60,65,14,25,25,19,28,32,20,20,18,20
chr2.74782325.F,25,20,19,20,17,13,13,29,33,NA,23,19,43,51,21,13,56,64,14,25,25,19,27,32,19,20,18,18
chr2.74782328.F,25,20,19,20,17,13,13,29,33,NA,23,19,43,51,20,13,56,62,14,25,25,19,27,32,19,20,18,19
chr2.74782333.F,25,20,19,20,17,13,13,29,33,NA,23,19,43,51,21,13,56,64,14,25,25,19,27,32,19,20,18,19
chr2.74782335.F,25,20,19,20,17,13,13,29,33,NA,23,19,43,51,21,13,56,64,14,25,25,19,27,32,19,20,18,19
chr2.74782340.F,25,20,16,19,17,13,13,29,33,NA,23,19,43,51,21,13,56,64,14,25,25,19,27,32,19,20,18,19
chr2.74782363.F,25,20,19,20,16,13,10,28,33,NA,23,18,42,51,21,13,56,62,14,25,25,19,27,32,19,20,18,19
chr2.74782380.F,24,20,18,20,16,12,10,28,32,NA,23,17,42,51,20,12,56,61,14,24,25,19,26,31,18,20,18,19
chr2.74782381.R,17,32,13,27,11,16,NA,22,37,NA,25,28,32,24,16,32,33,47,28,21,29,19,31,25,31,35,29,12
chr2.74782390.F,23,20,18,20,16,12,10,28,32,NA,23,17,42,50,20,12,54,60,14,24,24,19,26,30,18,20,17,19
chr2.74782391.R,18,32,13,27,11,16,NA,22,37,NA,25,28,32,24,16,32,33,47,28,21,29,19,31,25,31,35,29,12
chr2.74782392.F,23,20,18,20,16,12,10,28,32,NA,23,17,42,50,20,12,54,60,14,24,24,19,25,30,18,20,17,18
chr2.74782393.R,18,32,13,27,10,16,NA,22,37,NA,25,28,32,24,16,32,33,47,28,21,29,19,31,25,31,35,29,12
chr2.74782395.F,21,20,18,20,16,12,10,28,32,NA,23,17,42,50,20,12,54,49,14,24,24,19,25,30,18,20,17,18
chr2.74782396.R,18,32,13,27,11,15,NA,22,37,NA,25,28,32,24,16,32,33,47,28,21,29,19,31,26,31,35,29,12
chr2.74782417.R,19,32,13,27,11,16,NA,22,37,NA,25,28,32,24,17,32,33,48,28,21,29,19,32,26,31,35,29,12
chr2.74782446.R,19,31,13,28,11,16,NA,22,37,NA,25,28,32,24,17,33,33,48,28,21,29,19,32,27,32,36,29,12
chr2.74782452.R,19,32,13,28,11,16,NA,22,37,NA,25,28,32,24,17,33,33,48,28,21,29,19,32,27,32,36,29,12
chr2.74782472.F,25,20,31,25,NA,11,14,21,57,NA,NA,24,40,20,13,28,41,34,32,NA,20,26,31,32,20,16,19,15
chr2.74782473.R,19,32,13,28,11,16,NA,22,37,NA,25,28,32,24,17,33,33,48,28,21,29,19,32,27,32,36,29,12
chr2.74782475.F,25,20,31,25,NA,11,14,21,57,NA,NA,24,40,20,13,28,41,34,32,NA,20,26,31,32,20,16,19,15
chr2.74782488.F,25,20,31,25,NA,11,14,21,57,NA,NA,24,40,20,13,28,41,34,32,NA,20,26,31,32,20,16,19,15
chr2.74782506.F,25,20,31,25,NA,11,14,21,56,NA,NA,24,40,20,13,28,41,34,32,NA,20,26,31,32,20,16,19,15
chr2.74782507.R,NA,11,30,15,NA,NA,15,14,60,NA,19,29,56,53,16,23,68,48,26,14,21,23,22,15,26,14,13,17
chr2.74782510.F,25,20,31,25,NA,11,14,21,57,NA,NA,24,40,20,13,28,41,34,32,NA,20,26,31,32,20,16,19,15
chr2.74782511.R,NA,11,30,15,NA,NA,15,14,61,NA,19,29,58,53,16,23,68,48,26,14,21,23,22,15,26,14,13,17
chr2.74782522.F,20,19,30,25,NA,11,13,21,57,NA,NA,24,39,20,13,28,41,32,32,NA,20,25,31,31,20,16,19,15
chr2.74782523.R,NA,11,31,15,NA,NA,20,15,63,NA,22,30,60,56,19,23,68,49,28,15,21,23,23,16,26,15,14,18
chr2.74782526.F,20,19,29,25,NA,11,13,21,57,NA,NA,24,40,20,13,28,41,32,31,NA,20,25,31,31,20,16,19,15
chr2.74782527.R,NA,11,31,15,NA,NA,20,15,63,NA,22,30,60,56,19,23,68,49,28,15,21,23,23,16,26,16,14,18
chr2.74782529.F,20,19,29,25,NA,11,13,21,57,NA,NA,24,40,20,13,28,41,32,31,NA,20,25,31,31,20,16,19,15
chr2.74782530.R,NA,11,32,15,NA,NA,20,15,63,NA,22,31,59,56,19,23,68,49,28,15,21,23,23,16,26,16,14,18
chr2.74782531.F,20,19,29,24,NA,11,13,21,57,NA,NA,24,40,19,13,28,41,32,31,NA,20,25,31,31,20,16,19,15
chr2.74782532.R,NA,11,32,15,NA,NA,20,15,62,NA,22,31,59,55,19,23,68,49,28,15,21,23,23,17,26,16,13,18
chr2.74782534.F,20,19,29,24,NA,11,13,21,57,NA,NA,24,40,20,13,28,41,32,31,NA,20,25,31,31,20,16,19,15
chr2.74782535.R,NA,11,37,15,10,NA,22,16,63,NA,22,31,61,56,19,23,67,50,29,15,21,23,23,17,26,16,14,18
chr2.74782558.F,18,16,28,23,NA,11,11,18,55,NA,NA,24,39,19,13,27,41,30,29,NA,20,23,29,30,19,16,18,14
chr2.74782559.R,NA,11,38,15,10,NA,22,16,64,NA,22,31,61,56,19,23,68,51,29,15,21,23,23,17,26,16,14,18
chr2.74782566.F,18,16,28,22,NA,10,11,18,55,NA,NA,24,39,19,13,27,41,30,28,NA,20,23,29,30,19,16,18,14
chr2.74782567.R,NA,11,38,15,10,NA,22,16,64,NA,22,31,61,56,19,23,68,51,29,15,21,23,23,17,26,16,14,18
chr2.74782571.F,16,12,22,21,NA,NA,10,15,45,NA,NA,23,39,18,12,27,40,28,24,NA,19,23,29,29,18,16,18,12
chr2.74782572.R,NA,11,38,15,10,NA,22,16,64,NA,22,30,61,56,19,23,68,51,29,15,21,23,23,17,26,16,14,18
chr2.74782579.F,NA,12,17,32,11,12,NA,10,18,NA,30,17,13,21,11,15,16,22,NA,19,31,16,31,15,18,24,18,27
chr2.74782580.R,NA,11,38,15,10,NA,22,16,64,NA,22,31,61,56,19,23,68,51,29,15,21,23,23,17,26,16,14,18
chr2.74782592.F,NA,12,17,32,11,12,NA,10,18,NA,30,17,13,21,11,15,16,22,NA,19,31,16,31,15,18,24,18,27
chr2.74782595.F,NA,12,17,32,11,12,NA,10,18,NA,30,17,13,21,11,15,16,22,NA,19,30,16,31,15,18,24,17,27
chr2.74782600.F,NA,12,17,32,11,12,NA,10,18,NA,30,17,13,21,11,15,16,22,NA,19,31,16,31,15,18,24,18,27
chr2.74782647.F,NA,12,17,32,11,12,NA,10,18,NA,30,17,13,21,11,15,16,22,NA,19,31,16,31,15,18,24,18,27
chr2.74782654.F,NA,12,17,32,11,12,NA,10,18,NA,30,17,13,21,11,15,16,22,NA,19,31,16,31,15,18,24,18,27
chr2.74782661.F,NA,12,17,32,11,12,NA,10,18,NA,30,17,13,21,11,15,16,22,NA,19,31,16,31,15,18,24,18,27
chr2.74782675.F,NA,10,17,32,10,12,NA,10,18,NA,29,17,13,21,11,15,16,21,NA,18,31,15,31,15,18,24,17,27
chr2.80530544.F,44,40,59,40,24,23,25,39,53,NA,37,66,39,39,37,42,60,30,52,33,33,50,51,83,50,37,63,24
chr2.80530588.F,44,40,59,40,24,23,25,39,53,NA,37,66,39,39,37,42,60,30,52,33,33,50,51,82,50,37,63,24
chr2.80530604.F,44,40,59,40,24,23,25,39,53,NA,37,66,39,39,37,42,60,30,52,33,33,50,51,82,50,37,63,24
chr2.80530605.R,23,37,38,28,27,26,23,17,26,NA,23,37,10,21,17,34,31,13,11,26,23,28,42,40,39,33,30,15
chr2.80530607.F,43,39,59,40,24,23,25,39,52,NA,37,66,39,39,37,42,60,30,52,32,33,50,51,82,50,37,62,24
chr2.80530608.R,23,37,38,28,27,26,23,17,26,NA,23,37,10,21,17,34,31,13,11,26,23,27,42,40,40,33,30,15
chr2.80530623.F,42,40,57,39,22,22,24,38,51,NA,36,65,39,39,34,41,60,29,49,33,33,50,50,81,50,36,63,24
chr2.80530624.R,24,38,39,28,27,28,24,17,27,NA,23,37,10,21,18,34,31,14,11,26,24,28,42,40,41,33,30,15
chr2.80530635.F,41,35,52,39,22,21,21,35,51,NA,34,62,37,39,35,40,59,26,47,32,33,50,49,80,50,35,62,24
chr2.80530636.R,25,38,40,28,27,28,24,17,27,NA,23,38,10,21,18,35,31,14,11,26,24,28,42,40,41,33,30,15
chr2.80530670.R,25,38,40,28,27,28,24,18,29,NA,23,38,10,21,18,35,31,14,13,26,24,28,42,40,41,33,30,15
chr2.80530688.R,25,38,40,28,27,28,24,18,29,NA,23,38,10,21,18,35,31,14,13,26,24,28,42,40,41,33,30,15
chr2.80530699.R,25,38,40,28,27,28,24,18,29,NA,23,38,10,21,18,35,31,14,13,26,24,28,42,40,41,33,30,15
chr2.105460041.R,22,25,27,32,13,22,16,31,27,NA,31,28,17,13,21,14,NA,33,14,29,33,19,29,39,25,15,26,17
chr2.105460056.R,22,24,27,32,13,22,17,31,27,NA,31,28,17,13,21,14,NA,33,14,29,33,19,29,39,25,15,26,17
chr2.105460085.R,23,25,27,32,13,22,17,31,27,NA,31,28,17,13,21,14,NA,33,14,29,33,19,29,39,25,15,26,17
chr2.105460103.R,23,25,27,31,13,22,17,31,27,NA,31,28,17,13,21,14,NA,33,14,29,33,19,29,39,25,14,26,17
chr2.105460109.R,23,25,27,32,13,22,17,31,27,NA,31,28,17,13,21,14,NA,33,14,29,33,19,29,39,25,15,26,17
chr2.105460116.R,23,25,27,32,13,22,16,30,26,NA,31,28,16,13,21,14,NA,33,14,28,33,19,29,38,25,14,26,17
chr2.105460122.R,23,25,27,32,13,22,17,31,27,NA,31,28,17,13,21,14,NA,33,14,29,33,19,29,39,25,15,26,17
chr2.105460130.F,20,42,28,48,16,28,20,40,57,NA,15,48,47,15,22,30,54,31,62,39,50,29,62,61,48,35,59,12
chr2.105460131.R,50,41,52,64,25,37,28,62,59,NA,50,68,50,53,44,63,28,42,39,58,62,46,63,86,49,33,51,25
chr2.105460146.F,20,42,28,48,16,28,20,40,57,NA,15,48,47,15,22,30,54,31,62,39,50,29,62,61,48,35,59,12
chr2.105460147.R,27,16,25,32,12,16,11,31,33,NA,19,40,33,40,23,49,20,NA,26,31,29,28,36,49,29,18,28,NA
chr2.105460165.F,19,40,27,47,16,28,20,39,55,NA,15,46,45,15,22,30,54,31,62,39,45,28,60,58,46,33,55,12
chr2.105460166.R,29,20,18,27,15,20,11,34,34,NA,20,42,35,41,23,52,22,13,26,35,31,28,37,50,33,22,28,NA
chr2.105460192.F,17,35,26,45,14,27,18,38,51,NA,14,43,43,15,22,29,50,28,59,38,44,26,55,55,41,29,52,12
chr2.105460193.R,29,20,25,32,16,20,12,34,34,NA,20,42,35,41,23,53,23,13,26,36,31,29,37,52,34,23,29,NA
chr2.105460198.F,17,34,26,43,11,27,17,35,51,NA,14,42,43,13,22,26,51,27,59,38,44,25,54,53,39,28,52,12
chr2.105460199.R,29,20,25,32,16,20,12,34,34,NA,20,42,35,41,23,53,23,12,26,36,31,29,37,52,34,23,29,NA
chr2.105460200.F,16,33,26,42,10,25,16,33,51,NA,14,41,42,13,21,26,48,26,58,36,44,24,53,49,36,24,48,12
chr2.105460201.R,29,20,25,33,16,20,12,34,34,NA,20,42,36,41,23,53,23,13,26,36,31,29,37,52,34,23,29,NA
chr2.105460209.F,15,30,22,40,NA,24,13,31,46,NA,NA,37,40,13,19,24,46,26,54,34,43,24,53,46,35,19,44,11
chr2.105460210.R,29,20,25,33,16,20,12,34,34,NA,20,42,36,41,23,53,23,13,26,36,31,29,37,52,34,23,29,NA
chr2.105460229.F,10,28,20,33,NA,19,10,28,40,NA,NA,30,46,13,21,24,42,21,48,31,36,24,53,38,34,17,44,12
chr2.105460230.R,29,20,25,34,16,20,12,34,34,NA,20,42,36,41,23,53,23,13,26,36,31,29,37,52,34,23,29,NA
chr2.131721642.R,12,27,26,12,NA,10,NA,31,NA,10,20,24,16,10,19,23,12,23,15,10,18,21,15,20,21,22,17,NA
chr2.131721651.R,12,27,26,12,NA,10,NA,31,NA,10,20,24,16,10,19,23,12,23,15,10,18,21,15,20,21,22,17,NA
chr2.131721659.R,12,27,26,12,NA,10,NA,31,NA,10,20,24,16,10,19,23,12,23,15,10,18,21,15,20,21,22,17,NA
chr2.131721666.R,12,27,26,12,NA,10,NA,31,NA,10,20,24,16,10,19,23,12,23,15,10,18,21,15,20,21,22,17,NA
chr2.131721672.R,12,27,26,12,NA,10,NA,31,NA,10,20,24,16,10,19,23,12,23,15,10,18,21,15,20,21,22,17,NA
chr2.131721693.R,12,27,26,12,NA,10,NA,31,NA,10,20,24,16,10,19,23,12,23,15,10,18,21,15,20,21,22,17,NA
chr2.131721696.R,12,27,26,12,NA,10,NA,31,NA,10,20,24,16,10,19,23,12,23,15,10,18,21,15,20,21,22,17,NA
chr2.131721706.F,NA,13,24,NA,12,NA,NA,21,11,16,18,15,19,17,13,18,26,25,23,16,21,NA,20,15,12,NA,16,13
chr2.131721713.F,NA,13,24,NA,12,NA,NA,21,11,16,18,15,19,17,13,18,26,25,23,16,21,NA,20,15,12,NA,16,13
chr2.131721718.F,NA,13,24,NA,12,NA,NA,21,11,16,18,15,19,17,13,18,26,25,23,16,21,NA,20,15,12,NA,16,13
chr2.131721728.F,NA,13,24,NA,12,NA,NA,21,11,16,18,15,19,17,13,18,26,25,23,16,21,NA,20,15,12,NA,16,13
chr2.131721729.R,NA,22,14,32,NA,13,20,16,14,NA,17,29,11,35,14,25,16,24,31,19,27,19,23,19,22,11,25,15
chr2.131721731.F,NA,12,24,NA,12,NA,NA,21,11,16,18,14,19,17,13,18,26,24,23,16,21,NA,20,15,12,NA,16,13
chr2.131721732.R,NA,22,14,32,NA,13,20,16,14,NA,17,29,11,35,14,25,16,24,31,19,27,19,23,19,22,11,26,15
chr2.131721744.R,NA,22,14,32,NA,13,21,16,14,NA,17,29,11,35,14,25,16,24,31,19,27,19,24,19,22,11,26,15
chr2.131721748.R,NA,22,14,32,NA,13,21,16,14,NA,17,29,11,35,14,25,16,24,31,19,27,19,24,19,22,11,26,15
chr2.131721750.R,NA,23,14,32,NA,13,21,16,14,NA,17,29,11,35,14,25,16,24,31,19,27,19,24,19,22,11,26,15
chr2.131721759.R,NA,23,14,32,NA,13,21,16,14,NA,17,29,11,35,14,25,16,24,31,19,27,19,24,19,22,11,26,15
chr2.131721769.R,NA,23,14,32,NA,13,21,16,15,NA,17,29,11,35,14,25,17,24,31,19,27,19,24,19,22,11,26,15
chr2.131721771.R,NA,23,14,32,NA,13,21,16,15,NA,17,29,11,35,14,25,17,24,31,19,27,19,24,19,22,11,26,15
chr2.131721774.R,NA,22,14,32,NA,13,21,16,14,NA,17,29,11,34,14,25,17,24,31,19,27,19,24,19,22,11,25,15
chr2.131721777.R,NA,23,14,32,NA,13,21,16,15,NA,17,29,11,35,14,25,17,24,31,19,27,19,24,19,22,11,26,15
chr2.131721784.R,NA,23,14,32,NA,13,21,16,15,NA,16,29,11,35,14,25,17,24,31,19,27,19,24,19,21,11,26,15
chr2.131721808.R,NA,23,14,32,NA,13,22,16,15,NA,17,29,11,35,13,25,17,24,31,19,27,19,24,19,22,11,26,15
chr2.131721812.R,NA,23,14,32,NA,13,22,16,15,NA,17,29,11,35,14,25,17,24,31,19,27,19,24,19,22,11,26,15
chr2.131721819.R,NA,23,14,32,NA,13,22,16,15,NA,17,29,11,35,14,25,17,24,31,19,27,19,24,19,22,11,26,15
chr2.131721822.R,NA,23,14,32,NA,13,22,16,15,NA,17,29,11,35,14,25,17,24,31,19,27,19,24,19,22,11,26,15
chr2.131797843.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,25,18,30,13,NA,13,35,14,22,15,29,10,21,13
chr2.131797852.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,25,18,30,13,NA,13,35,14,22,15,29,10,21,13
chr2.131797858.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,24,18,30,13,NA,13,35,14,22,15,29,10,21,13
chr2.131797860.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,25,18,30,13,NA,13,35,14,22,15,29,10,21,13
chr2.131797875.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,25,18,30,13,NA,13,35,14,22,15,29,10,21,13
chr2.131797888.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,25,18,30,13,NA,12,35,14,22,15,29,10,21,13
chr2.131797899.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,25,18,30,13,NA,13,35,14,22,15,29,10,21,13
chr2.131797908.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,25,17,30,13,NA,12,35,14,22,15,29,10,21,13
chr2.131797921.F,14,28,24,28,NA,18,NA,16,19,NA,26,28,NA,20,24,17,30,13,NA,12,35,14,22,15,29,10,21,13
chr2.131797938.F,14,28,24,28,NA,18,NA,16,19,NA,26,26,NA,20,24,17,30,13,NA,10,35,13,22,15,29,NA,21,12
chr2.198651268.F,19,18,25,26,17,17,10,27,24,NA,30,22,NA,24,19,25,35,10,22,33,30,23,40,26,36,22,26,NA
chr2.198651275.F,19,18,25,26,17,17,10,27,24,NA,30,22,NA,24,19,25,35,10,22,33,30,23,40,26,36,22,26,NA
chr2.198651279.F,18,18,25,26,17,17,10,27,24,NA,30,22,NA,24,19,25,33,10,22,33,30,22,40,26,36,22,26,NA
chr2.198651286.F,19,18,25,26,17,17,10,27,24,NA,30,22,NA,24,19,25,35,10,22,33,30,23,40,26,36,22,26,NA
chr2.198651303.F,19,18,25,26,16,17,10,27,24,NA,30,22,NA,24,19,25,35,10,22,33,30,22,40,26,36,22,26,NA
chr2.198651335.F,19,18,25,26,17,17,10,27,24,NA,30,22,NA,24,19,25,35,10,22,33,30,23,40,26,36,22,26,NA
chr2.198651347.F,19,18,25,26,17,17,10,27,24,NA,30,22,NA,24,19,25,35,10,22,33,30,23,40,26,35,22,26,NA
chr2.198651356.F,19,17,25,26,16,17,NA,27,24,NA,30,22,NA,24,19,25,35,NA,22,33,30,23,40,26,35,22,26,NA
chr2.198651366.F,16,16,23,24,15,17,NA,27,22,NA,28,21,NA,24,19,24,33,NA,21,30,27,19,38,23,32,20,25,NA
chr2.198651381.R,13,18,15,33,NA,12,NA,12,21,NA,24,16,15,16,28,24,27,15,22,27,33,27,25,24,29,15,14,12
chr2.198651384.R,15,19,19,34,NA,12,NA,18,21,NA,26,17,15,16,28,25,28,16,24,30,34,28,26,27,30,17,15,20
chr2.198651401.R,23,30,21,44,14,20,16,25,29,NA,31,29,17,17,33,30,30,18,24,35,40,31,27,36,35,23,19,24
chr2.198651404.R,23,31,24,46,15,22,16,27,30,NA,31,30,17,17,34,31,30,18,25,35,40,31,27,36,35,23,19,24
chr2.198651416.R,27,31,21,36,17,22,17,30,32,NA,32,32,18,17,34,32,30,18,25,36,40,31,27,38,35,24,19,24
chr2.198651423.R,27,33,34,47,20,25,18,35,33,NA,34,33,18,17,34,32,30,18,25,36,41,31,27,38,36,25,19,24
chr2.198651427.R,27,33,34,47,20,25,18,35,33,NA,34,33,18,17,34,32,30,18,26,36,41,31,27,38,36,25,19,24
chr2.198651433.R,27,32,34,47,20,25,18,35,33,NA,34,33,18,17,34,32,30,18,26,36,42,31,27,38,36,25,19,24
chr2.198651435.R,27,33,34,47,20,24,18,35,33,NA,34,34,18,17,34,32,30,18,26,36,42,31,27,38,36,25,19,24
chr2.198651437.R,27,33,34,47,20,25,18,35,33,NA,34,34,18,17,34,32,30,18,26,36,42,31,27,38,36,25,19,24
chr2.198651473.R,27,33,34,47,20,25,18,35,33,NA,34,34,18,17,34,32,30,18,26,36,42,31,27,38,36,25,19,24
chr2.198651480.R,27,33,34,47,20,25,18,35,33,NA,34,34,18,16,34,32,30,18,26,36,42,31,27,38,36,25,19,24
chr2.198651561.F,34,40,30,24,24,18,27,15,44,18,29,15,26,25,35,30,33,40,35,41,31,37,39,23,45,35,26,20
chr2.198651566.F,34,41,30,24,24,18,27,15,44,18,29,15,26,25,35,30,33,40,35,41,31,37,39,23,45,35,26,20
chr2.198651576.F,34,41,30,24,24,18,27,15,44,18,29,15,26,25,35,30,33,40,35,41,31,37,39,23,45,35,26,20
chr2.198651578.F,34,41,30,24,24,18,27,15,44,18,29,15,26,25,35,30,33,40,35,40,31,37,39,23,45,35,26,20
chr2.198651580.F,34,41,30,24,24,18,27,15,44,18,29,15,26,25,35,30,33,40,35,41,31,37,39,23,45,35,26,20
chr2.198651590.F,34,40,30,24,23,17,24,15,43,18,29,15,24,25,35,28,33,40,35,39,30,36,39,23,44,35,25,20
chr2.219738413.F,35,42,38,39,22,30,22,41,60,NA,26,54,45,41,44,37,67,37,54,29,44,23,32,36,45,37,48,NA
