,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr2.71134639.F,8,0,9,0,NA,0,5,11,6,NA,5,8,1,3,2,4,8,6,10,9,1,15,1,9,1,7,0,3
chr2.71134644.F,8,0,7,1,NA,0,3,9,4,NA,6,4,0,1,2,0,2,8,5,9,1,13,1,7,0,7,0,3
chr2.71134656.F,7,0,9,1,NA,0,2,8,5,NA,5,5,0,4,3,5,7,8,5,9,2,12,0,7,0,6,0,5
chr2.71134695.R,6,0,19,5,NA,0,5,9,3,NA,4,2,0,1,7,2,7,8,7,5,4,9,0,14,1,9,2,12
chr2.71134727.R,6,0,14,0,NA,0,5,10,3,NA,4,1,1,0,3,0,1,0,3,1,0,7,0,7,0,10,1,12
chr2.71134729.R,6,0,14,0,NA,0,5,10,1,NA,3,1,0,3,2,1,3,0,2,2,0,7,1,10,1,11,1,12
chr2.71134737.R,5,1,16,1,NA,0,5,12,1,NA,4,2,0,0,2,1,1,0,4,1,1,7,1,12,0,11,1,12
chr2.71134739.R,6,0,14,2,NA,0,6,12,5,NA,4,3,1,0,3,2,2,5,5,1,1,8,0,12,0,10,1,12
chr2.71134747.R,6,2,16,1,NA,0,5,15,8,NA,6,5,4,1,5,2,7,0,7,1,2,9,1,17,6,11,7,12
chr2.71134760.R,4,0,12,1,NA,0,5,10,3,NA,7,1,1,5,2,1,4,3,4,3,1,10,0,10,0,10,1,9
chr2.71134791.F,9,1,10,1,NA,1,11,8,3,NA,7,4,3,1,2,2,4,2,4,5,0,13,3,8,0,8,2,2
chr2.71134852.F,12,1,9,1,NA,0,10,6,4,NA,7,2,1,2,1,1,5,0,1,3,0,6,1,3,0,4,1,0
chr2.71134853.R,13,0,14,0,6,0,1,2,6,3,6,0,4,0,1,1,3,5,5,0,1,9,0,8,0,6,2,1
chr2.71134858.F,11,0,4,0,NA,0,7,3,4,NA,7,2,0,6,1,1,1,2,2,4,0,8,1,2,0,4,0,0
chr2.71134859.R,10,0,15,0,7,3,0,4,0,2,4,1,3,0,0,0,2,5,1,0,2,7,0,5,1,7,0,1
chr2.71134875.R,12,1,15,1,5,0,2,7,10,3,3,1,1,3,5,2,4,8,8,2,1,11,0,9,3,14,2,10
chr2.74743207.F,14,1,33,0,18,1,10,5,4,NA,5,7,0,0,1,7,1,1,1,3,1,17,0,18,0,24,0,14
chr2.74743231.F,12,0,41,1,19,0,12,5,3,NA,5,5,0,3,1,5,0,0,0,1,0,19,1,21,0,22,0,19
chr2.74743232.R,9,1,14,0,24,NA,9,4,3,0,NA,4,NA,0,0,4,1,1,3,2,1,20,0,11,1,35,0,10
chr2.74743234.F,12,1,48,3,19,0,12,5,1,NA,2,6,5,4,5,9,0,2,0,4,0,20,2,21,0,24,1,20
chr2.74743235.R,13,2,25,0,26,NA,10,7,8,4,NA,7,NA,1,1,6,3,1,6,6,1,25,5,16,3,37,0,12
chr2.74743241.F,15,2,45,2,18,1,13,7,2,NA,1,6,5,0,6,10,0,1,10,5,0,22,1,24,1,24,0,19
chr2.74743242.R,13,2,29,2,25,NA,12,9,5,0,NA,5,NA,0,1,6,6,1,10,5,1,24,3,16,0,37,2,11
chr2.74743243.F,13,3,42,2,18,0,12,6,2,NA,1,5,0,0,2,4,0,0,2,4,0,23,1,19,0,22,0,20
chr2.74743244.R,14,1,25,1,26,NA,11,7,5,0,NA,3,NA,0,0,2,4,0,5,2,2,23,1,15,1,38,1,12
chr2.74743268.F,7,0,37,2,18,1,11,5,3,NA,0,2,3,0,2,5,4,0,5,3,2,18,0,13,0,16,2,18
chr2.74743269.R,11,0,25,0,23,NA,13,7,1,0,NA,4,NA,2,2,5,4,1,10,1,2,24,0,19,0,27,0,11
chr2.74743296.R,14,0,26,2,24,NA,13,6,6,0,NA,5,NA,0,1,6,4,0,9,2,2,20,1,15,0,22,1,12
chr2.74782089.F,0,0,16,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14,0,11,0,0,0,0
chr2.74782096.F,0,0,21,0,0,0,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,20,0,13,0,1,0,0
chr2.74782130.F,0,0,24,0,0,0,8,6,0,2,0,0,0,0,0,0,1,0,2,1,0,24,1,18,0,0,0,0
chr2.74782131.R,0,0,26,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,0,1,0,18,0,13,0,0,0,0
chr2.74782141.F,0,0,23,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,0,0,0,0
chr2.74782142.R,0,0,24,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,2,0,0,16,0,11,0,0,0,0
chr2.74782157.F,0,0,30,0,0,1,5,6,0,0,0,0,2,0,0,0,0,5,1,3,0,27,0,15,0,0,0,0
chr2.74782158.R,1,1,29,0,0,0,7,7,0,0,0,0,2,3,0,0,0,0,0,2,0,19,0,13,0,0,0,2
chr2.74782169.F,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,0,0,0,0
chr2.74782170.R,0,0,25,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,10,0,0,0,2
chr2.74782195.R,0,0,29,0,0,0,8,1,0,3,0,0,5,0,0,0,0,4,0,1,0,21,0,14,0,0,0,4
chr2.74782202.R,0,0,24,0,0,0,8,5,2,4,0,0,0,0,0,0,0,4,0,3,0,21,0,21,0,0,0,4
chr2.74782205.R,0,0,31,0,0,0,8,7,3,3,0,0,0,3,0,0,0,0,0,2,0,24,0,22,0,0,0,4
chr2.74782220.R,0,0,31,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0
chr2.74782223.R,0,0,23,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,0,0,0,2
chr2.74782229.F,2,0,6,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,2
chr2.74782230.R,1,0,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,0,0,0,4
chr2.74782234.F,0,0,8,0,0,0,1,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,1,2
chr2.74782240.F,2,0,11,0,0,0,2,4,1,NA,0,0,0,0,0,1,0,1,1,0,0,12,0,7,0,0,0,2
chr2.74782244.F,1,0,8,0,0,0,2,5,0,NA,0,0,0,0,0,0,0,0,0,2,0,11,0,10,0,0,0,0
chr2.74782257.F,1,0,10,0,0,0,1,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,2
chr2.74782312.F,0,0,5,0,0,0,3,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,6,0,6,0,0,0,0
chr2.74782325.F,1,0,5,0,0,0,2,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0
chr2.74782328.F,1,0,6,0,0,0,3,7,0,NA,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0
chr2.74782333.F,3,0,7,0,0,0,3,5,0,NA,0,0,0,0,0,0,0,0,0,1,0,7,0,8,0,0,0,0
chr2.74782335.F,3,0,4,0,0,0,3,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0
chr2.74782340.F,1,0,1,0,0,0,3,3,0,NA,0,0,0,0,0,0,0,1,0,0,0,9,0,5,0,0,0,0
chr2.74782363.F,1,0,4,0,1,0,1,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0
chr2.74782380.F,3,0,5,0,0,0,1,9,0,NA,0,0,0,3,0,0,1,1,1,2,0,10,0,9,0,0,0,0
chr2.74782381.R,3,0,5,0,1,0,NA,12,0,NA,0,0,0,0,0,0,0,2,3,3,0,14,0,4,0,0,0,0
chr2.74782390.F,7,0,6,0,1,0,1,10,0,NA,0,0,0,2,0,0,0,7,1,1,0,10,0,11,0,0,0,0
chr2.74782391.R,6,0,6,0,1,0,NA,12,0,NA,0,0,0,0,0,0,0,2,4,4,0,13,0,4,0,1,0,1
chr2.74782392.F,7,0,7,0,1,0,1,12,0,NA,0,0,0,2,0,0,0,0,0,3,0,11,0,8,0,0,0,0
chr2.74782393.R,6,0,6,0,1,0,NA,10,0,NA,0,0,0,2,0,0,0,2,4,5,0,13,0,3,0,2,0,0
chr2.74782395.F,7,0,6,0,1,0,1,14,0,NA,0,0,0,0,0,0,0,5,0,5,0,11,0,13,1,0,0,0
chr2.74782396.R,7,0,4,0,1,0,NA,14,0,NA,0,0,0,0,1,0,0,2,5,3,0,14,0,4,0,2,0,0
chr2.74782417.R,8,0,6,0,1,0,NA,15,0,NA,0,1,0,0,0,0,0,0,2,2,0,14,0,5,0,0,0,0
chr2.74782446.R,2,1,6,0,1,0,NA,9,0,NA,0,0,0,0,0,0,0,2,0,2,0,12,0,5,0,1,0,0
chr2.74782452.R,8,0,5,0,0,0,NA,10,0,NA,0,0,0,0,0,0,0,2,3,0,0,11,0,4,0,0,0,0
chr2.74782472.F,18,0,18,0,NA,0,2,12,2,NA,NA,0,0,0,1,0,0,12,1,NA,0,21,0,18,0,0,0,3
chr2.74782473.R,7,0,6,0,1,0,NA,12,0,NA,0,0,0,0,0,1,0,2,4,6,0,12,0,5,0,0,0,0
chr2.74782475.F,17,0,18,0,NA,0,2,7,0,NA,NA,0,0,0,1,0,1,12,3,NA,0,21,0,17,0,0,0,5
chr2.74782488.F,18,0,18,0,NA,0,2,10,0,NA,NA,0,0,2,0,0,3,12,9,NA,0,24,0,20,0,0,1,5
chr2.74782506.F,17,0,19,0,NA,0,2,11,0,NA,NA,0,0,0,0,0,1,12,8,NA,1,24,0,17,0,1,0,5
chr2.74782507.R,NA,0,25,0,NA,NA,1,6,2,NA,1,0,0,0,0,0,3,4,9,6,0,20,0,10,0,0,0,2
chr2.74782510.F,14,0,19,0,NA,0,2,10,0,NA,NA,0,0,0,0,0,1,11,5,NA,1,21,0,18,0,0,0,5
chr2.74782511.R,NA,0,23,0,NA,NA,1,4,0,NA,0,0,0,0,0,0,0,3,9,4,0,18,0,7,0,1,0,1
chr2.74782522.F,14,0,18,0,NA,0,0,13,0,NA,NA,0,0,0,1,0,2,13,8,NA,1,19,0,20,0,0,0,5
chr2.74782523.R,NA,0,22,0,NA,NA,6,6,0,NA,1,0,9,0,0,0,0,6,11,5,0,20,0,10,0,1,0,2
chr2.74782526.F,13,0,14,0,NA,0,1,9,0,NA,NA,0,2,0,1,0,2,4,8,NA,1,21,0,18,0,1,0,3
chr2.74782527.R,NA,0,22,0,NA,NA,5,5,0,NA,2,0,0,0,0,0,0,0,7,5,0,20,0,9,0,0,0,1
chr2.74782529.F,12,0,17,0,NA,0,1,13,0,NA,NA,0,0,0,0,0,3,10,7,NA,1,22,0,18,0,0,0,5
chr2.74782530.R,NA,0,24,0,NA,NA,5,6,0,NA,0,0,4,0,0,0,0,6,11,5,0,20,0,9,0,0,0,1
chr2.74782531.F,15,0,17,0,NA,0,1,14,0,NA,NA,1,0,0,1,0,6,13,7,NA,1,21,0,18,1,1,0,5
chr2.74782532.R,NA,0,25,0,NA,NA,5,6,1,NA,1,0,4,1,0,0,0,4,13,5,0,20,0,8,0,1,0,1
chr2.74782534.F,11,1,17,0,NA,0,1,13,0,NA,NA,0,0,0,0,0,3,13,5,NA,1,20,0,16,0,1,0,5
chr2.74782535.R,NA,0,30,0,1,NA,7,7,0,NA,1,0,6,0,0,0,0,5,10,5,0,20,0,10,0,1,1,2
chr2.74782558.F,11,0,17,0,NA,0,0,9,0,NA,NA,0,0,0,1,0,2,5,3,NA,0,20,0,16,0,0,0,5
chr2.74782559.R,NA,0,30,0,0,NA,8,5,3,NA,1,0,1,0,0,0,0,8,8,4,0,19,0,7,0,0,0,2
chr2.74782566.F,12,0,19,0,NA,0,0,11,0,NA,NA,0,0,0,1,0,1,8,6,NA,1,20,0,18,0,0,0,5
chr2.74782567.R,NA,0,29,0,1,NA,8,7,0,NA,1,0,0,0,0,0,0,9,12,5,0,20,0,9,0,0,0,2
chr2.74782571.F,11,0,16,0,NA,NA,1,9,0,NA,NA,0,2,0,0,0,1,7,3,NA,0,21,0,16,0,0,0,4
chr2.74782572.R,NA,0,31,0,2,NA,7,8,3,NA,1,0,8,1,0,0,1,11,10,3,0,19,0,6,0,1,0,2
chr2.74782579.F,NA,0,13,1,0,0,NA,8,0,NA,0,0,0,3,0,0,1,0,NA,5,0,9,1,4,1,1,0,6
chr2.74782580.R,NA,0,29,0,2,NA,8,8,4,NA,1,0,8,4,0,0,5,19,10,6,0,20,0,11,0,0,0,2
chr2.74782592.F,NA,0,12,0,0,0,NA,6,0,NA,0,0,0,0,0,0,1,0,NA,3,0,10,0,5,1,1,0,12
chr2.74782595.F,NA,0,14,1,2,0,NA,9,0,NA,0,1,0,2,0,0,1,0,NA,4,0,10,0,6,0,1,0,6
chr2.74782600.F,NA,0,13,0,0,0,NA,8,0,NA,0,1,2,2,0,0,1,0,NA,5,0,10,0,5,0,1,0,8
chr2.74782647.F,NA,0,11,0,2,0,NA,8,0,NA,1,0,0,4,2,1,0,0,NA,4,2,10,0,5,0,0,1,7
chr2.74782654.F,NA,0,14,1,3,1,NA,8,0,NA,6,2,0,4,4,0,2,4,NA,5,2,9,0,8,1,8,2,12
chr2.74782661.F,NA,0,12,0,5,0,NA,7,0,NA,1,1,1,2,2,2,4,1,NA,3,2,10,2,7,1,3,0,9
chr2.74782675.F,NA,1,13,1,5,0,NA,9,0,NA,2,1,0,0,0,1,1,4,NA,3,1,9,2,8,0,3,0,6
chr2.80530544.F,6,4,31,1,8,1,4,8,2,NA,1,6,2,0,2,5,0,4,3,0,2,9,0,27,0,19,1,15
chr2.80530588.F,14,1,25,2,13,0,2,4,1,NA,1,5,2,2,4,4,2,0,4,0,0,2,2,31,0,25,0,18
chr2.80530604.F,13,4,19,0,12,0,7,8,1,NA,0,6,2,2,4,5,0,4,9,5,0,11,1,24,0,20,1,16
chr2.80530605.R,8,2,22,0,10,1,0,5,0,NA,2,2,2,0,1,3,0,0,0,1,0,2,2,9,2,17,1,11
chr2.80530607.F,13,2,23,0,11,1,8,2,3,NA,0,5,2,0,3,3,1,0,15,2,0,4,1,29,1,30,4,18
chr2.80530608.R,8,2,18,1,10,1,1,2,0,NA,0,3,0,0,1,1,2,0,2,1,1,2,2,14,3,19,0,14
chr2.80530623.F,9,4,20,0,11,0,11,13,0,NA,1,6,2,0,5,6,0,8,15,9,0,10,2,27,0,10,1,16
chr2.80530624.R,10,4,23,1,12,2,3,3,0,NA,2,4,0,3,3,2,3,1,2,0,1,2,1,14,0,10,1,11
chr2.80530635.F,2,4,15,0,2,0,5,8,2,NA,2,7,2,2,2,7,1,5,6,2,1,9,1,20,1,7,1,6
chr2.80530636.R,1,3,10,1,0,1,2,5,0,NA,2,6,0,0,5,3,0,0,1,2,2,3,0,12,2,6,2,3
chr2.80530670.R,0,1,2,0,0,0,0,2,0,NA,1,3,0,0,1,0,0,0,0,0,0,0,1,5,0,4,0,0
chr2.80530688.R,0,1,1,0,0,0,0,2,0,NA,3,2,0,0,0,0,0,0,0,0,0,2,0,13,0,6,1,5
chr2.80530699.R,0,1,7,0,2,0,0,2,0,NA,3,5,0,0,3,1,0,0,0,0,0,3,0,14,0,18,0,8
chr2.105460041.R,5,5,1,2,4,1,1,6,2,NA,2,6,3,0,1,3,NA,6,1,4,4,1,2,4,4,5,0,7
chr2.105460056.R,3,0,1,0,0,0,1,4,2,NA,3,2,4,0,0,0,NA,0,1,2,3,2,0,4,0,4,0,6
chr2.105460085.R,7,2,2,1,7,2,3,5,1,NA,1,2,5,0,0,0,NA,0,4,2,0,0,0,2,0,6,1,5
chr2.105460103.R,6,1,1,0,7,0,3,6,1,NA,1,2,6,0,2,0,NA,1,4,1,0,1,0,9,0,6,0,6
chr2.105460109.R,5,0,1,0,7,0,2,5,0,NA,1,2,0,0,2,0,NA,0,2,0,2,0,0,10,0,7,0,6
chr2.105460116.R,4,1,5,1,10,1,2,5,0,NA,2,2,2,0,2,0,NA,2,2,2,2,3,0,12,3,10,0,6
chr2.105460122.R,4,0,2,0,9,1,1,5,1,NA,1,1,1,0,2,0,NA,0,1,2,0,5,0,10,2,9,0,4
chr2.105460130.F,7,1,4,2,7,0,2,14,0,NA,0,6,1,1,0,2,2,0,0,1,3,10,1,19,1,21,1,4
chr2.105460131.R,5,0,4,0,9,1,0,7,0,NA,1,3,1,3,2,0,0,0,0,3,1,5,0,13,0,8,0,3
chr2.105460146.F,2,0,3,0,7,0,2,9,1,NA,0,6,1,2,1,2,0,0,2,0,1,6,0,15,1,23,1,5
chr2.105460147.R,2,1,5,0,8,0,1,8,2,NA,1,5,0,3,1,1,0,NA,0,0,0,5,2,9,1,8,2,NA
chr2.105460165.F,3,3,5,1,9,2,3,11,4,NA,0,6,1,6,2,3,1,8,2,2,3,5,3,14,6,25,0,3
chr2.105460166.R,8,4,7,3,12,1,2,17,3,NA,2,10,1,0,0,4,0,2,5,0,0,10,0,12,3,15,3,NA
chr2.105460192.F,1,3,3,0,6,1,2,10,0,NA,0,2,6,2,1,1,3,1,2,3,0,2,2,2,1,6,1,3
chr2.105460193.R,0,1,3,3,7,1,0,7,0,NA,0,1,0,3,1,1,0,2,4,1,1,3,1,2,0,7,0,NA
chr2.105460198.F,1,1,1,2,4,0,1,7,1,NA,0,3,2,2,1,1,1,1,2,0,0,2,1,12,4,17,0,4
chr2.105460199.R,1,0,5,2,13,0,0,9,0,NA,2,2,2,0,2,1,0,2,3,0,1,5,1,13,1,16,4,NA
chr2.105460200.F,1,0,0,4,5,2,2,6,1,NA,0,2,1,0,1,0,0,4,4,0,1,0,2,7,0,15,0,4
chr2.105460201.R,1,0,6,3,10,0,0,4,1,NA,1,5,2,0,2,2,0,2,3,0,0,5,0,13,1,14,2,NA
chr2.105460209.F,0,0,0,0,NA,0,1,4,0,NA,NA,1,0,2,2,0,0,0,0,0,1,3,0,8,2,8,1,3
chr2.105460210.R,1,1,4,2,8,1,0,3,1,NA,0,2,1,0,0,1,0,0,3,0,1,0,0,7,1,11,3,NA
chr2.105460229.F,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
chr2.105460230.R,1,2,5,0,3,0,0,5,0,NA,0,2,1,1,1,1,0,0,4,0,0,2,0,14,0,5,1,NA
chr2.131721642.R,4,1,4,0,NA,0,NA,10,NA,0,0,1,0,0,0,1,0,3,0,0,0,9,0,4,0,15,1,NA
chr2.131721651.R,4,1,11,1,NA,0,NA,10,NA,0,1,2,0,0,1,0,2,5,3,0,0,12,0,5,0,15,1,NA
chr2.131721659.R,3,0,6,0,NA,0,NA,8,NA,2,1,2,0,0,0,2,0,3,2,0,0,11,0,5,0,7,0,NA
chr2.131721666.R,4,0,12,0,NA,0,NA,12,NA,5,1,1,0,4,1,2,2,5,2,1,0,11,0,7,1,9,0,NA
chr2.131721672.R,4,0,8,0,NA,0,NA,8,NA,2,0,0,0,0,0,3,0,3,2,0,0,7,0,6,0,2,0,NA
chr2.131721693.R,4,0,9,0,NA,0,NA,10,NA,0,0,1,0,0,0,1,0,0,0,0,1,7,0,2,1,5,0,NA
chr2.131721696.R,4,0,6,0,NA,0,NA,11,NA,2,0,0,0,0,0,1,0,3,1,0,0,8,0,5,0,4,2,NA
chr2.131721706.F,NA,0,9,NA,4,NA,NA,3,1,0,0,1,0,1,0,0,0,4,0,0,0,NA,1,5,0,NA,0,4
chr2.131721713.F,NA,0,12,NA,7,NA,NA,6,2,0,0,2,0,0,0,2,1,4,2,3,0,NA,0,5,1,NA,0,4
chr2.131721718.F,NA,2,10,NA,7,NA,NA,5,1,1,2,2,0,0,0,0,1,4,7,4,0,NA,0,6,0,NA,0,4
chr2.131721728.F,NA,1,12,NA,8,NA,NA,7,5,2,0,2,5,0,0,1,1,4,6,2,0,NA,0,8,0,NA,0,4
chr2.131721729.R,NA,0,3,0,NA,0,2,2,0,NA,0,1,0,1,3,1,0,2,0,2,0,8,0,2,1,10,0,0
chr2.131721731.F,NA,0,11,NA,8,NA,NA,5,3,0,0,2,0,1,0,1,1,4,1,3,0,NA,0,4,0,NA,0,4
chr2.131721732.R,NA,0,4,0,NA,0,2,2,0,NA,0,3,0,7,0,0,0,2,1,1,0,6,0,6,0,9,0,0
chr2.131721744.R,NA,0,4,0,NA,0,2,2,3,NA,0,1,0,0,3,2,0,1,1,2,1,7,0,5,0,9,0,0
chr2.131721748.R,NA,0,2,0,NA,1,3,3,0,NA,0,2,0,0,1,2,0,0,0,2,0,8,0,4,0,9,0,0
chr2.131721750.R,NA,1,3,0,NA,0,2,2,1,NA,0,3,0,0,3,1,0,2,5,2,0,7,1,6,1,9,0,0
chr2.131721759.R,NA,1,2,0,NA,1,3,1,0,NA,0,0,0,0,0,1,0,1,0,0,0,9,0,2,0,9,0,0
chr2.131721769.R,NA,1,4,1,NA,0,3,4,0,NA,0,1,0,0,3,0,0,1,1,1,0,8,0,5,0,7,0,0
chr2.131721771.R,NA,0,3,0,NA,0,3,3,0,NA,0,0,0,2,2,1,0,0,1,0,0,8,0,3,0,8,0,2
chr2.131721774.R,NA,0,5,0,NA,0,3,2,0,NA,0,0,0,0,2,0,0,1,6,0,0,8,0,4,0,6,1,0
chr2.131721777.R,NA,0,2,0,NA,2,3,2,1,NA,0,2,0,0,2,0,0,3,1,0,1,9,0,3,0,7,0,0
chr2.131721784.R,NA,1,4,0,NA,0,4,3,0,NA,0,1,0,0,2,1,0,3,2,0,0,10,0,6,0,6,0,0
chr2.131721808.R,NA,1,5,1,NA,0,5,7,5,NA,0,1,1,0,3,2,1,1,14,2,0,10,0,5,0,8,1,1
chr2.131721812.R,NA,0,3,0,NA,0,3,2,0,NA,0,0,1,0,0,0,0,0,5,0,0,10,0,4,0,4,0,1
chr2.131721819.R,NA,0,4,0,NA,0,4,5,1,NA,0,0,0,7,3,1,1,1,6,0,1,10,0,5,0,5,0,0
chr2.131721822.R,NA,0,1,0,NA,0,2,2,0,NA,0,2,0,7,2,1,0,0,1,0,0,7,0,2,0,5,0,0
chr2.131797843.F,5,1,11,0,NA,0,NA,11,6,NA,0,1,NA,2,5,2,5,5,NA,8,0,7,1,8,0,6,0,4
chr2.131797852.F,5,0,12,0,NA,0,NA,9,3,NA,0,2,NA,1,5,2,6,4,NA,8,0,10,0,8,1,5,0,6
chr2.131797858.F,6,0,12,0,NA,0,NA,12,3,NA,0,2,NA,2,5,3,5,5,NA,8,0,10,0,8,1,6,0,5
chr2.131797860.F,5,0,12,0,NA,0,NA,10,2,NA,0,1,NA,3,5,1,3,7,NA,8,0,10,0,8,1,6,0,6
chr2.131797875.F,5,0,12,0,NA,0,NA,11,1,NA,2,3,NA,3,4,2,3,2,NA,7,0,9,0,8,1,2,1,5
chr2.131797888.F,6,1,12,1,NA,0,NA,12,7,NA,2,3,NA,2,5,1,7,5,NA,7,2,8,0,7,1,2,1,6
chr2.131797899.F,5,0,12,0,NA,0,NA,9,0,NA,3,1,NA,1,5,2,1,0,NA,7,0,9,0,6,0,1,2,6
chr2.131797908.F,5,0,9,0,NA,0,NA,10,3,NA,0,2,NA,0,5,1,4,2,NA,5,1,8,0,6,1,2,0,4
chr2.131797921.F,5,0,12,0,NA,0,NA,10,0,NA,1,3,NA,3,4,3,1,3,NA,5,0,8,0,8,0,5,2,6
chr2.131797938.F,5,0,12,0,NA,0,NA,10,6,NA,7,3,NA,3,3,3,3,3,NA,4,0,9,0,7,0,NA,0,6
chr2.198651268.F,6,0,9,0,1,0,3,6,0,NA,0,1,NA,0,1,0,0,1,1,2,0,3,0,6,1,9,0,NA
chr2.198651275.F,4,1,8,1,2,0,2,7,1,NA,1,2,NA,0,1,0,0,0,1,0,0,2,0,5,0,9,0,NA
chr2.198651279.F,5,1,8,0,0,0,2,6,0,NA,0,1,NA,0,1,0,1,0,0,1,0,2,0,5,1,8,0,NA
chr2.198651286.F,10,1,9,1,1,0,1,6,0,NA,0,2,NA,0,1,1,0,1,2,4,0,7,0,6,0,10,0,NA
chr2.198651303.F,11,2,13,0,2,0,2,11,4,NA,3,2,NA,2,3,2,2,2,5,4,0,4,0,7,2,10,2,NA
chr2.198651335.F,0,0,8,1,0,0,2,1,0,NA,0,0,NA,0,1,0,0,0,0,0,0,2,0,6,0,10,0,NA
chr2.198651347.F,0,0,8,0,2,0,2,4,0,NA,0,0,NA,0,1,0,0,0,2,0,0,2,0,8,0,10,0,NA
chr2.198651356.F,0,0,8,1,0,0,NA,1,0,NA,0,0,NA,0,0,0,0,NA,2,0,0,2,0,7,0,11,0,NA
chr2.198651366.F,2,0,12,1,0,0,NA,5,0,NA,0,1,NA,0,1,0,0,NA,2,1,0,2,0,6,0,6,0,NA
chr2.198651381.R,0,0,0,0,NA,0,NA,4,0,NA,1,0,0,0,1,4,0,1,4,1,0,0,0,5,0,8,1,2
chr2.198651384.R,3,0,3,0,NA,0,NA,11,0,NA,5,0,0,0,1,2,0,0,2,1,0,4,0,11,0,13,1,9
chr2.198651401.R,3,0,2,0,0,0,0,7,0,NA,0,0,0,0,1,0,0,2,0,3,0,1,0,18,0,17,1,10
chr2.198651404.R,3,0,4,0,1,1,0,9,0,NA,0,0,0,0,1,2,0,0,2,1,0,0,0,13,0,15,1,5
chr2.198651416.R,1,0,4,0,2,1,2,5,0,NA,0,1,0,0,0,4,0,2,5,4,0,1,0,13,0,9,2,8
chr2.198651423.R,4,1,15,0,4,1,1,18,1,NA,0,1,0,0,2,2,0,2,8,7,3,1,0,14,1,16,1,10
chr2.198651427.R,2,0,12,0,2,1,1,11,2,NA,0,0,0,0,0,2,2,0,8,0,1,1,0,14,1,16,1,10
chr2.198651433.R,3,0,9,0,2,1,1,6,0,NA,0,0,0,0,0,2,1,0,6,3,4,2,0,18,1,13,1,10
chr2.198651435.R,2,0,12,0,1,1,1,4,0,NA,0,1,0,0,0,2,0,2,9,2,2,1,0,12,1,14,0,10
chr2.198651437.R,3,0,10,0,3,1,1,5,0,NA,0,2,0,0,0,2,0,0,4,0,1,1,0,14,1,17,1,10
chr2.198651473.R,1,0,11,0,1,0,0,5,0,NA,0,0,1,0,0,4,0,0,0,2,3,2,0,11,1,9,1,10
chr2.198651480.R,4,0,12,1,1,1,1,10,1,NA,0,1,0,0,1,3,0,0,0,1,5,1,0,14,1,11,1,10
chr2.198651561.F,8,2,11,0,6,1,1,4,4,2,1,1,0,0,2,5,1,2,2,1,1,7,0,9,3,19,0,6
chr2.198651566.F,12,3,16,0,6,1,6,7,9,8,1,3,6,0,6,7,4,3,9,8,3,17,1,13,4,21,3,7
chr2.198651576.F,15,5,13,5,8,0,3,7,2,6,6,2,1,0,5,8,4,6,7,6,2,12,1,10,4,24,5,10
chr2.198651578.F,8,1,13,1,5,0,6,3,1,3,2,4,0,0,3,5,5,1,8,3,1,8,0,8,3,21,1,7
chr2.198651580.F,9,4,14,3,9,2,10,6,2,3,8,5,0,2,4,3,7,0,9,2,2,16,1,12,5,22,4,7
chr2.198651590.F,11,8,12,3,8,3,8,7,2,6,3,6,0,0,6,7,4,6,6,3,2,16,3,10,5,20,6,7
chr2.219738413.F,25,0,10,1,16,1,5,17,8,NA,0,1,0,0,2,0,4,1,22,9,0,19,0,13,0,0,0,NA
