,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr1.158150706.R,29,27,39,12,26,24,34,19,32,NA,16,29,27,23,10,18,18,23,20,24,44,NA,49,26,17,11,32,30,NA,39,16,26,24,31,13
chr1.158150711.F,29,33,32,19,32,28,36,12,30,NA,17,23,44,30,26,30,17,13,15,14,42,NA,26,27,22,25,20,38,32,39,20,25,34,26,25
chr1.158150712.R,29,27,39,12,26,22,34,19,31,NA,16,29,27,24,10,18,18,23,20,24,44,NA,49,26,17,11,32,30,NA,39,16,26,23,31,13
chr1.158150718.F,29,32,33,19,31,28,35,12,31,NA,17,24,44,30,26,30,17,13,15,14,41,NA,31,27,22,25,19,38,32,39,20,26,34,25,24
chr1.158150719.R,29,27,39,12,26,24,34,19,32,NA,16,29,27,24,10,18,18,23,20,24,44,NA,49,26,17,11,32,30,NA,39,16,26,24,31,13
chr1.158150736.R,29,27,39,12,26,24,34,19,32,NA,16,29,27,24,10,18,18,23,20,24,44,NA,49,26,17,11,32,30,NA,39,16,26,24,31,13
chr1.158150739.R,29,27,39,12,26,24,34,19,32,NA,16,29,27,24,10,18,18,23,20,24,44,NA,49,26,17,11,32,30,NA,39,16,26,24,31,13
chr1.158150763.F,32,32,39,23,28,29,35,12,64,22,39,28,54,48,27,40,13,25,14,16,75,19,89,43,51,33,27,39,NA,33,32,36,47,20,17
chr1.158150797.F,32,31,39,23,28,29,35,12,64,22,38,28,54,48,27,40,13,25,14,16,75,19,89,42,50,33,26,39,NA,33,32,36,47,20,17
chr1.158150798.R,35,25,23,15,NA,22,32,14,34,NA,14,26,33,30,NA,22,16,37,45,20,40,11,17,62,33,16,22,24,20,28,21,31,21,25,24
chr1.158150807.F,32,31,38,23,28,29,35,12,62,21,38,28,54,48,27,39,13,23,14,16,75,19,89,43,50,33,26,39,NA,33,32,36,46,20,16
chr1.158150808.R,37,27,24,22,NA,24,32,15,34,NA,15,26,33,31,NA,22,19,38,47,21,41,15,22,62,33,18,24,24,20,28,22,31,21,25,28
chr1.158150818.F,32,28,37,23,27,28,35,11,60,20,36,27,51,47,26,38,12,23,12,16,72,17,88,40,49,33,24,39,NA,33,32,34,46,20,15
chr1.158150819.R,37,27,24,22,NA,24,32,15,34,NA,15,26,34,31,NA,22,19,38,48,21,42,15,22,62,33,18,25,24,20,29,22,32,21,25,28
chr1.158150821.F,32,27,36,22,27,28,35,11,58,20,36,27,50,47,25,38,12,23,12,16,73,17,88,39,49,33,24,38,NA,33,31,33,46,20,15
chr1.158150822.R,38,28,24,22,NA,25,32,15,34,NA,15,26,34,31,NA,24,20,38,49,21,42,15,22,62,34,18,28,24,21,31,23,32,21,26,28
chr1.158150836.F,30,26,33,20,26,21,31,NA,48,17,33,23,47,40,23,36,NA,21,NA,13,73,14,85,37,47,30,20,37,NA,33,26,33,44,19,14
chr1.158150837.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,52,22,43,15,22,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150850.F,23,20,31,15,21,15,28,NA,39,16,28,18,44,35,20,31,NA,17,NA,10,64,11,67,35,43,27,13,36,NA,31,22,32,39,18,13
chr1.158150851.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,52,22,43,15,22,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150853.F,23,20,31,15,21,15,28,NA,40,16,28,17,44,35,20,30,NA,18,NA,10,65,11,76,35,42,28,13,36,NA,31,22,32,39,18,13
chr1.158150854.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,52,22,43,15,21,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150855.F,23,20,31,15,21,15,28,NA,40,16,28,18,44,35,20,30,NA,18,NA,10,65,11,76,35,42,28,13,36,NA,31,22,32,39,18,13
chr1.158150856.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,52,22,43,15,22,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150860.F,23,19,28,14,18,13,25,NA,37,16,24,17,44,35,18,29,NA,17,NA,10,63,11,72,34,41,27,13,36,NA,30,22,31,36,16,13
chr1.158150861.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,53,22,43,15,22,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150864.R,38,28,24,22,NA,24,33,16,34,NA,15,26,34,31,NA,25,21,38,53,22,43,15,22,62,33,18,29,25,22,31,23,32,21,26,28
chr1.158150869.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,53,22,43,15,22,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150871.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,53,22,43,15,22,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150882.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,53,22,43,15,21,62,34,18,29,25,22,31,23,32,21,26,28
chr1.158150884.F,32,23,22,24,35,32,26,18,38,NA,22,37,49,36,27,27,13,22,26,11,50,NA,20,28,38,24,31,37,26,44,36,52,36,37,NA
chr1.158150885.R,38,28,24,22,NA,25,33,16,34,NA,15,26,34,31,NA,25,21,38,52,22,43,15,22,62,34,18,29,25,21,31,23,32,21,26,28
chr1.158150888.F,32,23,22,24,35,32,26,18,38,NA,22,37,49,35,27,27,13,22,26,11,50,NA,20,28,38,24,31,37,26,44,36,51,36,37,NA
chr1.158150923.F,32,23,22,23,35,31,26,18,38,NA,22,37,49,35,27,26,13,22,25,11,50,NA,20,28,37,24,31,36,26,44,36,52,36,37,NA
chr1.158150945.F,32,23,21,23,34,29,24,17,36,NA,20,33,46,35,24,26,13,21,24,11,50,NA,20,27,37,23,31,37,26,44,36,52,34,35,NA
chr1.158150963.F,29,22,21,23,32,27,22,17,36,NA,20,32,44,35,23,26,13,21,22,11,49,NA,19,26,36,22,30,37,26,44,35,52,33,34,NA
chr1.158150964.R,16,21,13,NA,14,25,29,10,19,NA,18,16,21,27,15,14,18,28,25,19,23,10,27,18,18,16,35,18,27,17,25,26,19,24,14
chr1.158150969.F,29,21,20,22,32,27,22,16,36,NA,20,32,44,35,23,26,13,21,22,11,49,NA,19,26,37,22,29,37,26,41,34,52,33,34,NA
chr1.158150970.R,16,21,13,NA,14,25,29,10,19,NA,18,16,21,27,15,14,17,28,25,19,23,10,27,18,18,16,35,18,27,17,25,25,19,24,14
chr1.158150983.F,28,21,20,22,30,26,22,17,36,NA,20,32,44,35,23,26,13,21,22,11,49,NA,18,25,37,21,29,36,26,41,32,52,33,34,NA
chr1.158150984.R,16,21,13,NA,14,25,29,10,19,NA,18,16,21,27,15,14,18,28,25,19,23,10,28,18,19,16,35,18,27,18,25,26,19,24,14
chr1.158150986.R,22,24,18,10,19,29,34,12,26,12,24,21,24,32,17,20,18,34,25,19,27,11,32,19,20,19,37,25,34,23,28,31,23,35,16
chr1.158150994.R,23,24,18,12,19,30,36,13,29,13,24,23,26,33,18,20,18,34,26,20,28,14,33,19,21,20,39,27,36,24,31,34,24,38,16
chr1.158151018.R,24,24,18,12,19,30,36,13,30,13,25,23,27,33,18,20,18,34,26,20,30,14,34,22,25,20,39,27,37,24,33,34,24,39,18
chr1.158151030.R,24,24,18,12,19,30,36,13,30,13,25,23,27,33,18,20,18,34,26,20,30,14,34,22,25,20,39,27,37,24,33,34,24,38,18
chr1.158151054.R,24,24,18,12,19,30,36,13,30,13,25,23,27,33,18,20,18,34,26,20,30,14,34,22,25,20,39,27,37,24,33,34,24,39,18
chr1.158151116.R,70,63,66,26,76,51,67,33,89,21,38,46,104,61,47,61,40,49,57,62,92,24,103,113,96,45,77,61,41,59,39,48,58,65,62
chr1.158151118.R,70,63,66,26,76,51,67,33,89,21,38,46,104,61,47,61,40,49,57,62,92,18,90,115,96,45,77,61,41,59,39,48,58,65,62
chr1.158151130.R,70,64,66,26,76,51,66,34,89,21,38,47,104,61,47,61,41,49,58,62,93,24,104,116,98,45,77,63,41,60,39,48,58,65,64
chr1.158151143.R,70,65,66,26,76,51,67,34,87,20,39,45,101,60,46,61,41,49,58,62,93,24,102,113,98,45,78,63,41,60,39,48,57,65,64
chr1.158151205.R,71,66,66,26,76,51,68,34,90,21,39,47,104,61,47,62,44,49,63,63,93,24,104,116,99,45,80,63,41,60,40,48,58,65,64
chr1.208132575.F,53,71,75,39,70,58,65,41,171,20,48,94,169,134,40,53,29,57,55,65,136,NA,74,103,95,32,90,52,31,70,40,59,59,62,60
chr1.208132590.F,53,71,75,39,70,58,65,41,171,20,48,93,169,134,40,53,29,57,55,65,136,NA,74,103,95,32,90,52,31,70,40,59,59,62,60
chr1.208132591.R,33,38,42,15,32,14,24,10,89,14,30,21,92,57,23,19,18,21,20,19,83,13,44,63,70,30,61,13,20,24,13,21,32,22,17
chr1.208132592.F,53,71,75,39,70,58,65,41,169,20,48,93,169,134,40,53,29,57,55,65,136,NA,74,103,95,32,90,52,31,70,40,59,59,62,60
chr1.208132593.R,33,38,42,15,35,14,25,10,89,14,30,21,92,57,23,19,18,21,21,19,83,14,44,65,70,30,61,13,20,24,14,21,32,22,17
chr1.208132600.F,53,71,75,39,70,49,64,41,170,20,48,93,168,134,40,53,29,57,54,65,136,NA,73,101,95,32,90,52,31,70,40,58,59,62,60
chr1.208132601.R,33,40,42,16,39,15,25,10,89,14,31,22,92,57,23,19,18,21,21,19,84,14,44,66,70,30,63,13,21,24,15,21,33,22,18
chr1.208132615.F,53,71,75,39,70,58,65,41,164,20,48,93,169,131,40,53,29,57,53,65,129,NA,72,101,89,32,89,52,31,70,40,59,59,62,60
chr1.208132616.R,33,42,43,16,40,15,25,10,90,14,33,22,93,57,23,19,18,21,21,19,84,14,45,67,71,30,64,13,21,24,16,21,35,22,18
chr1.208132617.F,53,71,75,39,70,58,65,41,164,20,47,93,168,131,40,53,29,57,52,65,129,NA,72,101,89,31,89,52,31,70,40,59,59,62,60
chr1.208132618.R,33,42,44,16,40,15,25,NA,89,14,33,22,92,57,23,19,18,21,21,19,84,14,45,67,71,30,65,13,21,24,16,21,35,23,18
chr1.208132620.F,53,71,75,39,70,58,65,41,164,20,48,93,169,131,40,53,29,57,53,65,129,NA,72,101,89,32,89,52,31,70,40,59,59,62,60
chr1.208132621.R,33,42,44,16,40,15,25,NA,88,14,32,23,93,57,23,19,18,21,21,19,84,14,45,67,71,30,65,13,21,24,16,21,35,23,18
chr1.208132645.F,53,71,75,39,68,57,65,41,162,19,47,92,167,128,40,52,28,57,53,64,127,NA,70,100,88,32,89,52,31,70,40,59,59,62,60
chr1.208132646.R,34,46,45,16,40,15,25,10,91,14,33,22,95,61,23,19,22,21,24,19,84,15,45,68,74,29,70,13,21,24,18,21,35,22,18
chr1.208132649.F,53,71,75,39,68,57,65,41,162,19,45,91,166,128,40,52,28,57,52,64,127,NA,70,100,87,32,89,52,31,70,39,59,59,61,60
chr1.208132650.R,34,46,45,16,42,15,25,NA,92,14,33,23,95,62,23,19,22,21,24,19,84,15,45,69,75,30,70,13,21,24,18,21,35,23,18
chr1.208132667.F,48,64,73,35,55,54,60,35,151,18,43,86,162,125,39,48,25,57,44,56,123,NA,59,96,85,30,77,49,31,68,36,56,48,56,55
chr1.208132668.R,35,46,45,16,42,15,25,10,93,14,33,23,96,62,23,18,22,21,24,19,84,15,45,69,75,30,70,13,21,24,19,21,35,23,18
chr1.208132674.F,36,42,59,25,20,34,51,18,132,16,38,69,158,116,37,44,13,50,18,37,111,NA,51,88,78,26,55,44,25,58,19,31,27,40,32
chr1.208132675.R,35,46,45,16,42,15,25,10,93,14,33,23,96,62,23,19,22,21,24,19,84,15,45,69,75,30,70,13,21,24,19,21,35,23,18
chr1.208132677.R,35,46,45,16,42,15,25,10,93,14,33,23,96,62,23,19,22,21,24,19,84,15,45,69,75,30,70,13,21,24,19,21,35,23,18
chr1.208132681.R,35,46,45,16,42,15,25,10,93,14,33,23,96,62,23,19,22,21,24,19,84,15,45,69,75,30,70,13,21,24,19,21,35,23,18
chr1.208132686.R,35,46,45,16,42,15,25,10,93,14,33,23,96,62,23,19,23,21,24,19,84,15,45,69,75,30,70,13,21,24,19,21,35,23,18
chr1.236558940.F,25,22,22,NA,23,34,20,18,63,16,23,32,63,51,23,27,13,20,15,22,40,NA,38,56,31,17,36,11,22,18,20,24,23,17,17
chr1.236558944.F,25,22,22,NA,23,34,20,18,63,16,23,32,63,51,23,27,13,20,15,22,40,NA,38,56,31,17,36,11,22,18,20,24,23,17,17
chr1.236558954.F,25,22,22,NA,23,34,20,18,63,16,23,32,63,51,23,27,13,20,15,22,40,NA,38,56,31,17,36,11,22,18,20,24,23,17,17
chr1.236558956.F,25,22,22,NA,23,34,20,18,63,16,23,32,63,51,23,27,13,20,15,22,40,NA,38,56,31,17,36,11,22,18,20,24,23,17,17
chr1.236558975.F,25,22,22,NA,22,34,20,18,63,16,23,31,63,51,23,27,12,20,14,22,40,NA,38,56,31,17,33,11,22,18,20,24,23,17,17
chr1.236558976.R,19,20,40,NA,23,21,37,14,53,NA,12,25,33,44,NA,19,NA,20,11,20,39,NA,23,31,28,12,27,24,18,24,NA,31,18,20,15
chr1.236558978.F,25,22,22,NA,22,34,20,18,63,16,23,31,63,51,23,27,12,20,14,22,40,NA,37,55,31,17,33,11,22,18,20,24,23,17,17
chr1.236558979.R,19,20,40,NA,23,21,37,14,54,NA,12,25,33,43,NA,19,NA,20,11,20,39,NA,23,31,28,13,27,24,18,24,NA,31,18,20,15
chr1.236558980.F,25,22,22,NA,22,34,20,18,57,15,23,31,63,47,23,27,12,20,14,22,37,NA,30,54,31,17,33,11,22,18,20,24,23,17,17
chr1.236558981.R,19,20,40,NA,21,21,36,14,53,NA,12,25,33,44,NA,19,NA,20,11,20,39,NA,23,31,27,13,26,24,18,24,NA,31,17,20,15
chr1.236558984.F,25,22,22,NA,22,34,20,18,57,15,23,31,63,47,23,27,12,20,14,22,37,NA,30,54,31,17,33,11,22,18,20,24,23,17,17
chr1.236558985.R,19,20,40,NA,23,21,37,14,55,NA,12,25,33,47,NA,19,NA,20,11,20,39,NA,23,32,28,13,28,24,18,24,NA,31,18,20,15
chr1.236558995.F,25,19,22,NA,20,33,20,17,55,15,22,29,61,46,23,26,NA,19,11,19,37,NA,30,50,31,17,33,11,22,18,20,24,23,17,17
chr1.236558996.R,19,20,40,NA,23,21,37,14,56,NA,12,25,33,49,NA,19,10,20,11,20,38,NA,23,35,28,13,28,24,18,25,NA,31,18,20,15
chr1.236559002.F,25,19,22,NA,20,33,20,17,55,15,22,29,61,47,23,26,NA,19,10,18,37,NA,30,50,31,17,33,11,22,18,20,24,23,17,17
chr1.236559003.R,19,20,40,NA,23,21,37,14,56,NA,12,26,33,48,NA,19,10,20,11,20,39,NA,23,35,28,13,28,24,18,25,NA,31,18,20,15
chr1.236559004.F,25,19,21,NA,20,31,16,17,53,15,22,29,59,46,23,26,NA,19,NA,18,37,NA,30,50,31,17,33,11,22,17,20,24,21,17,17
chr1.236559005.R,19,20,41,NA,23,21,37,14,56,NA,12,27,33,49,NA,19,10,20,11,20,39,NA,23,35,28,13,28,24,18,25,NA,31,18,20,15
chr1.236559009.F,24,18,21,NA,20,30,20,17,52,15,22,27,60,46,23,26,NA,18,NA,18,37,NA,30,50,30,17,32,11,22,17,20,20,20,17,17
chr1.236559010.R,19,20,41,NA,23,21,37,14,56,10,12,27,33,49,NA,19,10,20,11,20,39,NA,23,35,28,13,28,24,18,25,NA,31,18,20,15
chr1.236559017.F,24,18,21,NA,19,27,20,17,53,15,22,27,60,45,21,26,NA,17,NA,18,37,NA,30,50,27,17,32,11,22,17,20,20,19,17,17
chr1.236559018.R,19,20,41,NA,23,21,37,14,56,10,12,27,33,49,NA,19,10,20,11,20,39,NA,23,35,28,13,29,24,18,25,NA,31,18,20,15
chr1.236559024.F,24,18,21,NA,17,25,20,16,51,15,21,27,60,45,19,26,NA,17,NA,18,36,NA,29,50,26,17,30,11,22,17,20,19,19,16,17
chr1.236559025.R,19,20,41,NA,23,21,37,14,56,10,12,27,33,49,NA,19,10,20,11,20,38,NA,23,35,28,13,29,24,18,25,NA,31,18,20,15
chr1.236559028.F,24,18,21,NA,17,25,20,16,51,15,21,27,60,45,19,26,NA,17,NA,18,36,NA,29,50,26,16,30,11,22,17,20,19,19,15,17
chr1.236559029.R,19,20,41,NA,23,21,37,14,56,10,12,27,33,49,NA,19,10,20,11,20,38,NA,23,35,28,13,29,24,18,25,NA,31,18,20,15
chr1.236559037.F,22,18,19,NA,16,20,20,15,50,15,20,27,59,44,19,25,NA,15,NA,17,36,NA,28,48,24,16,30,11,21,17,20,18,19,15,16
chr1.236559038.R,19,20,41,NA,23,21,37,14,56,10,12,27,33,49,NA,19,10,20,11,20,39,NA,23,35,28,13,29,24,18,25,NA,31,18,20,15
chr1.236559049.R,19,20,41,NA,23,21,37,14,56,10,12,27,33,49,NA,19,10,20,11,20,39,NA,23,35,28,13,29,24,18,25,NA,31,18,20,15
chr1.236559055.R,19,20,41,NA,23,21,37,14,56,10,12,27,33,49,NA,19,10,20,11,20,39,NA,23,35,28,13,29,24,18,25,NA,31,18,20,15
chr1.236559113.F,24,19,27,13,19,23,29,21,24,NA,19,18,NA,33,20,13,NA,11,18,12,24,NA,37,15,29,14,17,25,23,30,16,22,24,10,18
chr1.236559119.F,24,19,27,13,19,23,29,21,24,NA,19,18,NA,33,20,13,NA,11,18,12,24,NA,37,15,29,14,17,25,23,30,16,22,24,10,18
chr1.236559123.F,24,19,27,13,19,23,29,21,24,NA,19,18,NA,33,20,13,NA,11,18,12,24,NA,37,15,29,14,17,25,23,30,16,22,24,10,18
chr1.236559143.F,24,19,27,13,19,23,29,21,24,NA,19,18,NA,33,20,13,NA,11,18,12,24,NA,37,15,29,14,17,25,23,30,16,22,24,10,18
chr1.236559145.F,24,19,27,13,19,23,29,21,23,NA,19,18,NA,33,20,13,NA,11,18,12,24,NA,37,15,29,14,17,25,23,30,16,22,24,10,18
chr1.236559149.F,24,19,27,13,18,23,29,21,23,NA,19,18,NA,33,20,13,NA,11,18,12,24,NA,37,15,29,14,17,25,23,30,16,22,24,10,17
chr1.236559160.F,24,19,27,13,19,23,29,21,23,NA,19,18,NA,33,20,13,NA,10,18,12,24,NA,37,15,29,14,17,25,22,30,16,22,24,10,18
chr1.236559169.F,24,19,27,13,19,23,29,21,23,NA,19,18,NA,33,20,13,NA,11,18,12,24,NA,36,15,29,14,17,25,22,30,16,22,24,10,18
chr1.236559171.F,23,18,27,13,19,23,29,21,23,NA,19,18,NA,32,19,13,NA,11,17,12,24,NA,37,15,29,14,17,25,21,30,16,22,24,10,18
chr1.236559175.F,23,18,27,13,19,23,29,21,23,NA,19,18,NA,33,19,13,NA,11,17,12,24,NA,37,15,29,14,17,25,21,30,16,22,24,10,18
chr1.236559192.F,21,18,27,13,19,23,29,21,22,NA,19,18,NA,33,19,13,NA,11,17,12,24,NA,36,15,29,14,16,25,21,30,16,22,24,10,17
chr1.236559194.F,21,18,26,13,19,23,29,21,22,NA,19,18,NA,33,19,13,NA,11,17,11,24,NA,36,15,29,14,16,25,21,30,16,22,24,10,17
chr1.236559204.F,21,18,26,13,19,23,29,21,22,NA,19,18,NA,33,19,13,NA,11,17,11,23,NA,36,15,29,14,16,25,21,30,16,22,24,10,17
chr1.236559206.F,21,18,26,13,19,23,29,21,22,NA,19,18,NA,33,19,13,NA,11,16,11,23,NA,36,15,29,14,16,25,21,30,16,22,24,NA,17
chr1.236559208.F,21,18,26,13,19,23,29,21,22,NA,19,18,NA,33,19,13,NA,11,16,11,23,NA,36,15,29,14,16,25,21,30,16,22,24,NA,17
chr2.25391168.F,16,43,36,17,29,35,28,29,47,29,27,37,31,36,39,30,25,25,45,26,40,NA,53,38,52,25,45,43,19,33,20,45,36,28,10
chr2.25391172.F,16,43,36,17,29,35,28,29,46,29,27,37,31,36,39,30,25,25,45,26,40,NA,53,39,52,25,45,43,19,33,20,45,36,28,10
chr2.25391198.F,16,43,36,17,29,35,28,29,47,28,27,37,31,36,39,30,25,25,45,26,40,NA,53,39,52,25,45,43,19,33,20,45,36,28,10
chr2.25391199.R,16,28,30,16,23,21,29,14,29,NA,15,32,23,20,21,28,22,27,17,19,37,NA,38,39,30,17,50,28,10,25,NA,32,28,27,27
chr2.25391211.F,16,43,36,17,28,35,28,29,47,29,27,37,31,36,39,30,22,25,42,26,40,NA,53,39,51,25,45,43,19,33,19,45,36,28,10
chr2.25391212.R,16,28,30,16,23,25,30,15,30,NA,15,32,23,20,21,28,27,27,17,19,37,NA,38,39,30,18,50,28,10,25,NA,32,28,28,28
chr2.25391217.F,16,42,36,17,28,35,28,29,47,29,27,37,31,34,39,28,22,25,39,24,40,NA,53,39,51,25,45,43,18,33,19,45,36,28,10
chr2.25391218.R,16,28,30,16,23,26,30,15,32,NA,16,32,23,20,21,28,27,28,20,20,37,10,38,39,30,18,50,28,10,25,NA,33,28,28,29
chr2.25391220.F,16,42,36,17,28,35,28,29,47,27,27,36,31,33,39,27,21,25,39,24,39,NA,53,38,51,25,44,43,18,33,19,45,35,28,10
chr2.25391221.R,16,28,30,16,23,26,30,15,32,NA,16,32,23,20,21,29,27,28,20,20,37,10,38,39,30,18,50,28,10,25,NA,33,28,28,29
chr2.25391234.F,16,41,36,17,28,35,28,28,47,27,27,36,31,33,38,28,20,24,39,23,39,NA,52,38,51,25,44,43,18,33,19,45,35,28,10
chr2.25391235.R,17,28,31,16,23,26,30,15,33,NA,16,32,23,20,21,29,29,28,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,29
chr2.25391242.F,16,41,36,17,27,34,28,27,47,27,27,36,31,33,37,28,19,24,37,22,38,NA,52,38,50,25,43,43,18,33,19,44,34,28,10
chr2.25391243.R,17,28,31,16,23,26,30,15,33,NA,16,32,23,20,21,29,29,28,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,29
chr2.25391248.F,16,40,35,15,24,32,26,26,44,26,27,35,30,31,36,26,19,24,28,18,37,NA,50,37,48,24,42,43,17,32,19,43,33,27,10
chr2.25391249.R,17,28,31,16,23,26,30,15,32,NA,16,31,23,20,21,29,29,28,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,29
chr2.25391250.F,15,40,32,15,24,32,26,24,43,26,26,35,29,31,36,26,19,24,23,18,37,NA,49,37,48,24,42,43,17,32,18,43,33,27,10
chr2.25391251.R,18,28,31,16,23,26,30,15,33,NA,16,32,23,20,21,29,29,28,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,29
chr2.25391264.F,15,38,31,14,20,30,24,22,41,25,25,33,29,30,34,26,18,22,23,18,35,NA,46,36,46,21,42,43,16,32,16,41,31,27,NA
chr2.25391265.R,18,28,31,16,23,26,30,15,33,NA,16,32,23,20,21,29,29,28,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,28
chr2.25391275.R,18,28,31,16,23,26,30,15,33,NA,16,32,23,20,21,29,29,25,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,29
chr2.25391281.R,18,28,31,16,23,26,30,15,33,NA,16,32,23,20,21,29,29,28,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,29
chr2.25391287.R,18,28,31,16,23,26,30,15,33,NA,16,32,23,20,21,29,29,28,21,20,37,10,38,39,31,18,53,28,10,25,NA,34,28,29,29
chr2.25391329.F,30,28,41,14,38,24,36,21,34,11,29,34,32,27,31,26,31,26,28,12,45,12,40,49,36,35,46,35,25,26,38,56,24,26,24
chr2.25391342.F,31,28,41,14,38,24,36,21,34,11,29,34,32,27,31,26,31,26,28,12,45,12,40,49,36,35,46,35,25,26,38,56,24,26,24
chr2.25391353.F,31,28,41,14,38,24,36,21,34,11,29,34,32,27,31,26,31,26,28,12,45,12,40,49,36,35,46,35,25,26,38,56,24,26,24
chr2.25391358.F,31,28,41,14,38,24,36,21,34,11,28,34,32,27,31,26,31,26,28,12,45,12,40,49,36,35,46,35,25,26,38,56,24,26,24
chr2.25391373.F,31,28,41,14,38,24,35,21,33,11,29,34,31,27,31,26,31,26,28,12,45,12,40,49,36,35,46,35,25,26,38,56,24,26,24
chr2.25391394.F,30,27,39,13,37,22,36,21,30,11,27,31,30,27,31,24,30,26,25,11,45,12,39,48,34,33,45,32,24,25,38,54,23,26,23
chr2.25391400.F,30,27,39,13,37,22,35,21,31,11,27,31,31,27,31,24,30,26,25,11,45,12,39,47,35,34,45,33,24,25,38,55,23,26,24
chr2.25391404.F,29,27,39,13,37,22,35,21,30,11,27,31,31,27,31,24,29,26,25,11,45,12,39,47,35,34,45,33,24,25,38,54,23,26,24
chr2.25391407.F,29,27,39,13,37,22,35,21,30,11,27,31,31,27,31,24,29,26,25,11,45,12,39,47,35,34,45,33,24,25,38,53,23,26,24
chr2.25391417.F,29,27,39,13,36,22,35,21,30,11,27,31,31,27,31,24,28,25,25,11,45,12,38,47,35,34,45,32,24,25,37,53,23,26,24
chr2.25391421.F,28,27,39,13,33,21,33,20,28,10,27,30,30,27,30,24,27,22,25,11,45,11,38,45,34,33,44,32,24,24,36,53,23,25,24
chr2.25391423.F,28,27,39,13,33,21,33,20,28,10,27,30,30,26,30,24,27,22,25,11,45,11,38,45,33,33,44,31,24,24,36,53,22,25,24
chr2.25391424.R,19,32,32,23,20,35,34,24,34,10,22,43,38,48,36,38,21,33,NA,16,35,12,47,70,25,55,33,52,19,43,20,42,38,51,24
chr2.25391444.R,25,35,36,30,25,43,36,26,42,12,24,46,40,48,37,40,22,38,10,16,40,15,59,77,28,61,40,58,24,52,28,52,43,61,34
chr2.25391447.R,25,36,37,30,26,45,37,26,44,12,24,47,40,48,38,40,22,38,11,17,39,15,62,78,29,60,40,58,26,54,29,54,43,63,34
chr2.25391450.R,26,37,39,31,26,45,39,28,44,12,26,47,40,48,39,40,22,38,13,17,41,15,64,79,30,62,42,58,27,55,30,55,43,63,36
chr2.25391460.R,28,38,39,32,28,48,40,28,50,12,26,50,39,48,39,40,24,38,18,21,40,17,64,78,31,62,44,58,27,55,33,55,43,64,36
chr2.25391462.R,28,38,38,32,28,48,40,28,49,11,26,49,40,48,39,40,23,38,18,20,41,17,64,79,29,61,44,58,27,55,34,55,43,64,36
chr2.25391487.R,29,39,39,33,29,48,40,28,50,12,26,52,40,48,39,40,25,38,21,21,42,18,65,80,31,63,44,58,27,56,35,55,43,66,37
chr2.25391504.R,29,39,39,33,29,47,40,28,50,12,26,52,40,48,39,40,25,38,21,21,42,18,65,80,31,63,45,58,27,56,35,55,43,66,37
chr2.25391506.R,29,39,39,33,29,48,40,28,50,12,26,52,40,48,39,40,25,38,21,21,42,18,65,80,31,63,45,58,27,56,35,55,43,66,37
chr2.25391523.R,28,39,39,33,29,48,40,28,50,12,26,52,40,48,39,40,25,38,21,21,42,18,65,80,31,63,45,58,27,56,35,55,43,66,37
chr2.27070652.R,16,21,17,11,NA,18,13,16,22,NA,12,18,15,21,12,19,NA,14,21,17,27,NA,18,17,13,10,29,NA,NA,11,11,18,23,15,10
