,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr1.158150706.R,23,15,10,8,2,0,0,0,1,NA,0,0,1,1,0,0,14,6,15,22,0,NA,1,0,0,0,20,0,NA,0,5,1,0,0,3
chr1.158150711.F,14,27,6,8,5,0,0,0,0,NA,0,0,2,0,1,0,8,3,11,13,2,NA,1,4,0,0,13,0,1,0,6,0,0,0,10
chr1.158150712.R,19,19,12,8,6,0,0,0,1,NA,1,1,0,0,0,0,14,5,12,22,0,NA,0,0,2,0,23,0,NA,0,5,1,0,0,2
chr1.158150718.F,18,25,7,8,6,0,0,0,0,NA,0,0,0,2,0,0,9,3,14,13,2,NA,1,0,0,0,12,0,3,0,6,0,0,0,9
chr1.158150719.R,24,19,14,8,6,0,0,0,1,NA,0,1,0,0,0,0,14,3,13,22,0,NA,0,0,0,0,22,0,NA,0,5,1,0,0,2
chr1.158150736.R,15,19,5,8,4,0,0,0,1,NA,0,1,0,0,0,0,13,4,15,22,0,NA,1,0,0,0,23,0,NA,0,3,0,0,0,2
chr1.158150739.R,17,19,5,8,1,0,1,0,1,NA,0,0,0,0,0,0,13,3,15,22,0,NA,0,0,0,0,23,0,NA,0,2,0,0,0,2
chr1.158150763.F,2,8,2,3,0,0,0,0,0,0,0,1,0,0,0,0,6,0,3,6,1,2,4,1,0,0,23,0,NA,0,0,0,0,0,2
chr1.158150797.F,6,14,5,9,1,0,2,0,1,0,0,0,0,0,0,0,7,2,9,7,0,5,0,2,0,0,21,0,NA,0,8,1,0,0,5
chr1.158150798.R,4,12,0,7,NA,0,0,0,0,NA,0,0,2,0,NA,0,4,1,34,7,0,3,0,3,1,0,14,0,0,0,10,0,0,0,8
chr1.158150807.F,1,8,0,3,1,0,0,0,0,0,1,0,0,0,0,0,6,0,6,5,0,1,0,2,0,0,14,0,NA,0,4,0,0,0,4
chr1.158150808.R,3,6,0,6,NA,0,0,0,0,NA,0,0,2,0,NA,0,5,0,25,8,0,5,0,3,0,0,16,0,0,0,9,0,0,0,9
chr1.158150818.F,11,16,2,11,4,0,0,0,0,0,0,0,0,0,0,0,6,1,7,7,0,5,0,0,2,0,18,0,NA,0,8,1,0,0,3
chr1.158150819.R,12,13,1,14,NA,0,1,0,0,NA,0,0,2,0,NA,0,7,6,38,10,0,5,0,3,1,0,16,0,1,0,11,0,0,0,11
chr1.158150821.F,8,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,0,3,0,1,1,0,19,0,NA,0,7,1,0,0,2
chr1.158150822.R,8,12,1,12,NA,0,0,0,0,NA,0,0,2,0,NA,0,7,4,33,11,0,4,0,2,2,0,21,0,0,0,11,0,0,0,11
chr1.158150836.F,16,17,8,9,8,1,0,NA,1,0,0,0,0,0,0,0,NA,1,NA,4,2,3,3,2,0,0,15,0,NA,0,4,1,0,0,2
chr1.158150837.R,21,16,2,13,NA,1,0,0,0,NA,3,0,2,0,NA,1,9,5,42,12,2,6,0,2,1,0,22,1,1,0,11,0,0,0,11
chr1.158150850.F,15,14,11,5,4,0,0,NA,1,1,1,0,0,0,0,0,NA,0,NA,2,2,1,2,0,0,0,10,0,NA,1,1,1,0,0,2
chr1.158150851.R,26,20,3,14,NA,2,0,0,2,NA,3,0,2,0,NA,0,9,5,42,11,0,6,1,3,0,0,22,0,1,1,11,1,0,0,12
chr1.158150853.F,13,14,10,5,4,0,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,2,0,1,0,0,0,0,9,0,NA,0,1,0,0,0,2
chr1.158150854.R,23,20,2,13,NA,0,1,0,0,NA,0,0,0,0,NA,0,9,5,42,12,0,6,0,2,1,0,20,0,1,0,10,0,0,0,12
chr1.158150855.F,14,14,12,5,5,1,0,NA,2,1,0,0,0,0,0,0,NA,0,NA,2,0,1,1,0,0,0,9,0,NA,0,1,0,0,0,2
chr1.158150856.R,25,20,3,15,NA,0,0,0,0,NA,3,0,2,0,NA,0,8,5,42,12,0,6,0,2,1,0,22,0,1,0,11,0,0,0,12
chr1.158150860.F,16,13,12,5,3,1,0,NA,1,0,0,0,0,0,0,0,NA,0,NA,2,0,1,0,0,0,0,9,0,NA,0,0,0,0,0,2
chr1.158150861.R,25,20,3,16,NA,0,0,0,0,NA,0,0,2,0,NA,0,9,5,41,12,0,6,0,3,1,0,21,0,1,0,11,0,0,0,9
chr1.158150864.R,18,18,1,13,NA,0,0,0,0,NA,3,0,0,0,NA,1,9,5,31,12,0,6,2,3,0,0,21,0,1,0,10,0,0,0,10
chr1.158150869.R,21,20,2,13,NA,0,0,0,0,NA,0,0,2,0,NA,0,9,6,43,12,0,6,0,2,2,0,22,1,1,0,11,0,0,0,11
chr1.158150871.R,17,20,1,14,NA,1,0,0,2,NA,0,0,2,0,NA,0,9,3,43,12,0,6,2,3,0,0,22,0,1,0,10,0,0,0,12
chr1.158150882.R,18,19,1,14,NA,1,0,0,0,NA,0,0,2,0,NA,0,9,5,40,12,0,6,0,2,1,1,22,0,0,0,11,0,0,0,12
chr1.158150884.F,21,15,6,8,6,0,0,0,0,NA,0,0,0,0,0,0,3,5,17,7,0,NA,0,2,3,0,14,0,3,0,8,1,0,0,NA
chr1.158150885.R,21,19,1,14,NA,1,0,0,0,NA,0,0,2,0,NA,0,9,6,42,12,0,6,1,2,0,0,22,0,1,0,10,0,0,0,12
chr1.158150888.F,16,12,0,8,5,0,0,0,0,NA,0,1,0,0,0,1,3,2,15,7,0,NA,0,0,0,0,16,0,3,0,7,0,0,0,NA
chr1.158150923.F,6,6,0,5,3,1,0,0,0,NA,0,1,0,0,0,0,2,1,15,7,0,NA,0,1,0,0,12,0,0,0,7,0,0,0,NA
chr1.158150945.F,3,8,0,6,1,0,0,0,0,NA,0,0,0,0,0,1,1,1,16,7,0,NA,0,0,1,0,19,0,2,0,7,0,0,0,NA
chr1.158150963.F,1,9,0,7,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,9,7,0,NA,0,0,0,0,14,0,3,0,8,0,0,0,NA
chr1.158150964.R,0,10,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,11,0,18,13,0,4,0,1,0,0,21,0,3,0,4,0,0,0,1
chr1.158150969.F,3,9,0,7,0,0,0,0,1,NA,0,0,1,0,2,0,3,0,15,7,0,NA,0,1,0,0,18,0,3,1,8,0,0,0,NA
chr1.158150970.R,1,14,0,NA,0,1,0,0,0,NA,0,0,0,1,0,0,11,0,20,13,0,7,0,0,0,0,22,0,3,0,4,0,0,0,3
chr1.158150983.F,1,10,0,7,0,0,0,0,0,NA,0,0,0,0,0,0,3,3,13,7,0,NA,0,0,0,0,9,0,1,0,5,0,0,0,NA
chr1.158150984.R,0,15,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,11,1,21,13,0,7,0,0,0,0,11,0,3,0,4,0,0,0,4
chr1.158150986.R,1,16,0,5,0,0,0,0,0,2,0,0,0,0,0,0,11,0,21,13,0,7,0,1,0,0,12,0,3,0,5,0,0,0,4
chr1.158150994.R,5,21,0,8,0,0,0,0,0,0,0,0,1,0,0,0,11,4,22,14,0,7,0,0,0,0,24,0,4,0,7,0,0,0,4
chr1.158151018.R,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,11,0,7,0,0,0,0,22,0,3,0,4,0,0,0,4
chr1.158151030.R,1,7,0,8,1,1,0,0,0,0,0,1,0,1,0,0,9,2,14,12,1,7,0,0,0,0,21,0,3,0,5,0,0,2,3
chr1.158151054.R,7,15,2,8,3,0,0,0,0,0,1,0,0,1,0,0,10,1,22,14,0,8,0,0,0,0,23,0,4,0,7,1,0,0,3
chr1.158151116.R,42,51,9,9,22,0,0,0,1,0,0,1,9,0,0,2,17,8,47,50,1,7,0,5,1,0,63,0,4,0,9,1,0,0,11
chr1.158151118.R,44,46,7,9,21,0,0,0,1,0,0,0,9,1,0,2,15,5,45,52,2,7,5,5,2,0,64,0,4,0,9,0,0,0,18
chr1.158151130.R,34,47,8,9,12,0,3,0,8,0,0,0,9,4,2,0,18,7,46,51,6,7,0,8,10,0,66,0,4,1,9,2,0,0,12
chr1.158151143.R,28,49,9,9,11,1,2,1,4,0,0,2,9,0,0,0,18,8,49,51,5,8,0,5,5,1,64,0,4,1,9,1,0,1,14
chr1.158151205.R,1,15,0,8,0,1,1,0,4,0,0,0,0,0,0,0,18,0,28,46,1,8,1,0,0,0,36,0,4,1,2,0,0,0,4
chr1.208132575.F,17,54,1,3,27,2,0,0,2,0,0,0,0,3,2,0,12,0,45,54,0,NA,0,2,0,0,79,1,3,0,18,0,54,0,23
chr1.208132590.F,18,54,3,0,30,1,0,0,3,0,0,0,0,3,3,0,11,0,47,53,0,NA,0,0,0,0,80,0,3,1,17,0,53,0,23
chr1.208132591.R,12,35,1,1,12,0,1,0,2,0,0,1,3,2,1,0,2,0,10,13,0,0,4,0,0,0,43,0,0,0,5,0,29,1,5
chr1.208132592.F,15,55,1,0,25,1,0,0,4,0,0,0,0,2,1,0,11,0,47,54,0,NA,0,2,0,0,79,1,3,0,18,0,54,0,22
chr1.208132593.R,15,36,1,0,10,0,0,0,0,0,0,1,3,1,2,0,3,0,10,13,0,0,4,0,2,0,46,0,1,0,5,0,28,1,5
chr1.208132600.F,17,55,2,1,32,0,0,0,3,0,2,0,3,3,2,0,12,0,45,53,0,NA,1,0,0,1,77,0,3,0,19,0,52,0,22
chr1.208132601.R,14,37,0,1,17,0,1,0,2,0,0,1,5,1,1,0,3,0,12,11,0,0,4,0,1,0,46,0,1,0,7,0,29,1,6
chr1.208132615.F,18,55,1,0,29,0,0,0,2,0,2,0,0,2,1,0,5,0,45,52,0,NA,0,0,0,0,76,1,2,0,19,0,49,0,20
chr1.208132616.R,15,38,0,0,15,0,0,0,4,0,0,1,3,2,1,0,1,0,12,14,0,0,4,0,1,0,45,0,1,0,8,0,27,1,5
chr1.208132617.F,18,54,2,0,32,0,0,0,5,0,2,0,3,2,1,0,7,0,43,54,0,NA,0,0,0,0,79,0,3,0,17,0,53,0,21
chr1.208132618.R,15,39,0,0,17,0,1,NA,2,0,0,1,3,0,1,0,1,0,12,14,0,0,4,0,0,0,48,0,0,0,8,0,31,1,6
chr1.208132620.F,18,54,4,0,34,1,0,0,3,0,2,1,0,2,3,0,11,0,45,49,1,NA,0,1,0,0,73,2,3,0,18,0,53,0,23
chr1.208132621.R,13,38,0,0,18,0,1,NA,1,0,0,1,3,1,1,0,3,0,12,14,0,0,5,0,1,0,50,0,0,0,7,1,31,2,6
chr1.208132645.F,17,52,1,0,24,0,0,0,2,0,0,1,0,1,3,1,10,0,45,53,0,NA,0,0,0,0,76,0,2,1,18,0,52,1,19
chr1.208132646.R,15,40,0,0,11,1,0,0,2,0,0,1,5,3,3,0,5,0,11,14,0,1,4,0,0,0,54,0,1,0,10,0,30,1,5
chr1.208132649.F,17,54,1,0,30,0,0,0,0,0,0,1,2,1,1,0,12,0,44,47,1,NA,0,0,0,0,75,0,2,0,16,0,51,2,23
chr1.208132650.R,15,42,1,1,14,0,0,NA,2,0,0,1,3,2,1,0,6,0,14,14,0,2,4,0,2,0,54,0,1,0,10,0,30,1,5
chr1.208132667.F,14,49,2,2,23,0,0,0,2,0,0,1,5,1,3,0,8,0,35,45,0,NA,0,0,0,2,68,0,3,0,16,1,45,1,21
chr1.208132668.R,17,43,1,0,20,0,0,0,2,0,0,2,6,1,1,0,5,0,14,14,0,0,4,0,1,0,55,0,1,0,10,0,30,1,6
chr1.208132674.F,9,33,1,1,4,0,0,0,1,0,0,1,1,3,2,0,0,0,11,27,0,NA,0,0,0,0,47,0,2,0,6,0,24,0,9
chr1.208132675.R,18,43,0,0,12,0,0,0,3,0,0,1,4,2,1,0,6,0,14,14,0,0,3,0,1,0,54,0,1,0,9,1,33,1,6
chr1.208132677.R,17,43,1,0,13,1,0,0,2,0,0,2,6,1,1,0,5,0,14,14,0,0,3,5,2,0,53,0,2,0,10,1,32,1,6
chr1.208132681.R,17,42,3,1,17,0,0,0,3,0,0,1,6,2,1,0,7,0,14,14,0,0,4,0,1,0,55,0,1,0,10,1,32,1,6
chr1.208132686.R,14,38,3,1,8,0,0,0,2,0,0,1,4,2,1,0,6,0,14,14,0,0,4,0,0,0,51,0,1,0,9,0,31,1,5
chr1.236558940.F,21,19,0,NA,13,0,1,0,0,0,1,3,8,0,0,3,8,2,13,21,0,NA,0,2,0,0,19,1,1,0,1,0,0,0,5
chr1.236558944.F,16,19,0,NA,10,0,0,0,0,0,0,0,0,0,0,0,8,0,8,20,0,NA,0,2,0,0,15,0,1,0,0,0,0,0,5
chr1.236558954.F,21,19,0,NA,13,0,0,0,0,0,0,3,1,0,0,0,8,6,13,21,0,NA,0,2,0,0,17,0,1,0,1,0,0,0,5
chr1.236558956.F,21,19,1,NA,11,0,0,0,0,0,0,2,0,0,0,3,7,5,13,21,0,NA,0,2,0,0,17,0,1,0,1,0,0,0,5
chr1.236558975.F,17,19,0,NA,12,0,0,0,0,0,0,1,0,0,0,5,7,5,11,21,0,NA,0,3,0,0,13,0,1,0,0,0,0,0,5
chr1.236558976.R,14,13,0,NA,4,0,0,0,0,NA,0,0,0,0,NA,0,NA,2,11,18,0,NA,0,0,0,1,16,0,5,0,NA,0,1,0,5
chr1.236558978.F,21,18,0,NA,10,0,0,0,0,0,0,1,0,0,0,5,7,3,8,21,0,NA,0,0,0,0,12,0,1,0,0,0,0,0,3
chr1.236558979.R,14,13,0,NA,5,0,0,0,0,NA,0,0,3,0,NA,0,NA,2,11,18,0,NA,0,0,0,0,16,0,5,0,NA,0,0,0,5
chr1.236558980.F,21,19,0,NA,10,0,0,0,0,0,0,1,0,0,0,1,7,4,12,19,0,NA,0,0,0,0,10,0,1,0,0,0,0,0,5
chr1.236558981.R,14,11,0,NA,5,0,0,0,0,NA,0,0,0,0,NA,0,NA,2,11,18,0,NA,0,0,0,0,15,1,4,0,NA,0,0,0,5
chr1.236558984.F,18,19,0,NA,6,0,0,0,0,0,0,1,0,0,0,3,6,4,12,18,0,NA,0,0,0,0,12,0,2,0,0,0,0,0,5
chr1.236558985.R,12,13,0,NA,2,0,0,0,0,NA,0,1,0,0,NA,1,NA,2,11,17,0,NA,0,0,0,1,18,0,5,0,NA,0,0,0,5
chr1.236558995.F,17,17,0,NA,11,2,0,0,0,0,0,0,0,0,0,2,NA,0,9,18,1,NA,0,0,0,0,12,0,1,0,0,0,0,0,5
chr1.236558996.R,13,13,0,NA,3,1,0,0,1,NA,0,0,0,0,NA,0,4,2,11,17,0,NA,0,0,0,1,18,0,5,0,NA,0,1,0,5
chr1.236559002.F,21,16,0,NA,6,0,0,0,0,0,0,1,0,0,0,2,NA,0,8,17,0,NA,0,0,0,0,12,0,1,0,0,0,0,0,5
chr1.236559003.R,13,13,0,NA,2,0,0,0,0,NA,0,0,0,0,NA,0,4,2,11,18,0,NA,1,0,0,1,18,0,5,0,NA,0,1,0,5
chr1.236559004.F,21,16,0,NA,10,0,0,0,0,0,2,0,0,0,0,2,NA,2,NA,17,0,NA,0,0,0,0,12,1,1,0,1,1,0,0,5
chr1.236559005.R,12,12,0,NA,4,0,1,0,0,NA,1,0,0,0,NA,0,4,2,10,18,0,NA,0,0,0,1,18,0,5,0,NA,0,1,0,5
chr1.236559009.F,20,16,0,NA,9,0,0,0,0,0,0,1,5,0,0,3,NA,1,NA,17,0,NA,0,0,0,0,11,0,1,0,1,0,0,0,5
chr1.236559010.R,15,13,0,NA,3,0,1,0,0,0,1,0,5,0,NA,0,4,0,11,18,1,NA,0,1,0,1,18,0,5,0,NA,0,1,0,5
chr1.236559017.F,19,16,0,NA,9,0,0,0,0,0,0,4,0,0,0,1,NA,0,NA,17,0,NA,0,3,0,0,11,0,1,0,1,0,0,0,5
chr1.236559018.R,13,10,0,NA,3,0,0,0,0,0,0,0,0,0,NA,0,4,2,10,18,0,NA,2,1,0,1,19,0,5,0,NA,0,1,0,5
chr1.236559024.F,20,15,0,NA,7,1,0,0,0,0,0,1,2,1,0,4,NA,1,NA,17,0,NA,3,5,1,0,10,0,1,0,0,0,0,0,4
chr1.236559025.R,14,13,0,NA,2,0,0,0,0,0,0,0,0,0,NA,0,4,2,10,17,0,NA,1,0,0,1,19,0,5,0,NA,0,1,0,5
chr1.236559028.F,17,15,0,NA,7,0,1,0,0,0,0,0,6,0,0,0,NA,0,NA,17,0,NA,0,0,0,0,10,0,1,0,0,0,0,0,4
chr1.236559029.R,11,11,0,NA,1,0,0,0,0,0,1,0,0,0,NA,0,4,0,11,18,0,NA,0,0,0,1,17,0,5,0,NA,0,1,0,5
chr1.236559037.F,18,16,0,NA,7,0,0,0,0,0,0,1,0,0,0,1,NA,1,NA,16,0,NA,0,2,0,0,11,0,1,0,1,0,0,0,4
chr1.236559038.R,12,12,1,NA,4,0,0,0,0,0,1,1,0,0,NA,0,4,2,11,18,0,NA,1,0,0,1,18,0,4,0,NA,0,1,0,5
chr1.236559049.R,12,11,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,4,2,11,18,0,NA,0,0,0,2,17,0,5,0,NA,0,0,0,5
chr1.236559055.R,10,13,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,4,0,11,18,0,NA,0,0,0,0,17,0,5,0,NA,0,1,0,3
chr1.236559113.F,17,13,0,5,5,0,0,1,0,NA,0,0,NA,0,1,0,NA,0,10,10,0,NA,0,0,0,0,12,0,9,0,2,0,0,0,2
chr1.236559119.F,15,9,0,5,4,0,0,0,0,NA,2,0,NA,1,2,0,NA,0,12,11,0,NA,0,0,0,1,12,0,8,0,2,0,0,0,2
chr1.236559123.F,12,13,0,5,4,0,0,0,0,NA,0,0,NA,1,1,0,NA,0,12,11,0,NA,1,0,0,0,11,0,4,0,3,0,0,0,2
chr1.236559143.F,16,13,0,5,3,0,0,0,0,NA,0,0,NA,0,1,0,NA,0,9,11,0,NA,0,0,0,0,12,0,7,0,2,0,0,0,2
chr1.236559145.F,17,13,0,5,5,0,0,0,0,NA,0,0,NA,0,2,1,NA,0,12,10,0,NA,0,0,0,0,12,0,7,0,1,0,0,0,2
chr1.236559149.F,16,13,0,5,9,0,0,0,0,NA,0,0,NA,0,1,1,NA,0,10,11,0,NA,0,0,0,1,12,0,9,0,3,0,0,0,2
chr1.236559160.F,17,13,0,5,8,0,0,0,0,NA,2,1,NA,0,3,1,NA,1,10,11,0,NA,0,0,3,0,13,1,8,0,3,0,0,1,3
chr1.236559169.F,16,13,1,5,9,0,0,0,0,NA,0,0,NA,0,2,0,NA,1,12,11,0,NA,0,0,3,0,13,0,8,0,3,0,0,0,2
chr1.236559171.F,16,12,0,5,8,0,1,0,0,NA,0,0,NA,0,3,0,NA,0,11,11,0,NA,0,0,0,0,12,0,8,0,3,0,0,0,2
chr1.236559175.F,16,9,0,5,8,0,0,0,0,NA,2,1,NA,0,1,1,NA,2,11,10,0,NA,0,0,0,0,12,0,8,0,3,0,0,0,2
chr1.236559192.F,13,11,0,5,9,0,0,0,0,NA,0,1,NA,0,2,0,NA,1,9,11,0,NA,0,0,0,0,11,0,8,0,3,0,0,0,2
chr1.236559194.F,13,12,0,5,7,0,0,0,0,NA,0,0,NA,0,1,1,NA,1,7,10,0,NA,0,0,0,0,11,0,8,0,3,0,0,0,2
chr1.236559204.F,14,12,0,5,9,0,0,0,0,NA,0,1,NA,0,0,2,NA,2,11,10,0,NA,0,0,0,1,11,0,8,0,3,0,1,0,3
chr1.236559206.F,13,12,0,5,8,0,0,0,0,NA,0,0,NA,0,2,1,NA,1,10,10,1,NA,0,0,0,0,9,0,8,0,2,0,0,NA,2
chr1.236559208.F,13,12,0,5,8,0,0,0,0,NA,0,0,NA,0,2,1,NA,0,10,9,0,NA,0,0,0,1,11,0,8,0,3,0,0,NA,2
chr2.25391168.F,6,21,0,8,0,0,0,0,0,0,0,0,0,0,1,0,14,0,27,22,0,NA,0,0,0,0,35,0,3,1,7,0,8,0,2
chr2.25391172.F,6,17,0,10,2,0,0,0,0,0,0,0,0,0,0,0,14,0,18,21,2,NA,0,0,0,0,34,0,2,1,5,0,10,0,4
chr2.25391198.F,12,25,0,12,10,0,0,0,0,0,0,0,0,3,0,0,14,0,37,20,2,NA,5,0,5,0,36,0,3,1,9,0,16,0,5
chr2.25391199.R,10,18,1,9,7,0,0,0,0,NA,2,0,0,0,0,0,8,0,14,11,4,NA,0,0,1,0,39,0,0,0,NA,0,7,0,13
chr2.25391211.F,13,37,0,12,13,0,0,1,0,0,1,0,0,0,0,0,11,0,30,21,2,NA,5,0,4,0,39,1,3,2,9,1,16,1,4
chr2.25391212.R,9,22,0,12,10,1,1,3,0,NA,2,0,2,0,0,0,10,0,15,11,0,NA,0,0,1,0,38,0,0,0,NA,0,6,0,13
chr2.25391217.F,13,31,0,12,13,0,0,0,0,0,0,0,0,0,0,0,11,0,31,20,4,NA,0,0,0,0,38,0,2,2,8,0,17,1,5
chr2.25391218.R,10,21,0,12,8,3,0,1,0,NA,4,0,0,0,0,0,11,0,18,12,0,7,0,0,1,0,38,0,0,0,NA,0,7,0,14
chr2.25391220.F,13,36,0,11,13,0,0,0,3,0,0,0,0,0,0,1,10,0,31,19,2,NA,0,0,0,0,38,1,2,2,10,1,16,0,4
chr2.25391221.R,10,22,0,12,11,0,0,0,1,NA,0,0,2,1,0,0,11,1,18,12,0,8,0,0,1,0,39,0,0,0,NA,1,7,0,15
chr2.25391234.F,14,33,0,12,14,0,0,0,3,0,0,0,0,0,0,2,9,0,27,18,2,NA,0,0,0,0,36,0,2,2,9,1,13,0,5
chr2.25391235.R,9,22,0,12,11,0,0,0,0,NA,0,0,0,0,0,0,13,0,17,12,0,8,1,0,4,0,42,0,0,0,NA,0,7,0,16
chr2.25391242.F,14,34,0,10,8,0,0,0,0,0,0,0,4,0,0,0,8,0,24,20,0,NA,0,0,0,0,36,0,0,1,8,1,14,0,5
chr2.25391243.R,12,20,0,9,8,0,0,0,0,NA,0,0,0,0,0,0,13,0,11,12,0,5,0,0,0,0,42,0,0,0,NA,0,7,0,16
chr2.25391248.F,14,33,0,9,12,0,0,0,1,0,0,0,0,0,0,1,8,1,17,14,1,NA,0,0,0,0,34,0,1,2,8,0,14,0,5
chr2.25391249.R,12,22,0,12,11,0,0,3,0,NA,0,1,0,0,0,0,13,0,19,12,0,7,0,0,1,0,42,0,0,0,NA,0,7,0,16
chr2.25391250.F,12,34,0,10,12,0,1,0,0,0,0,0,0,0,2,0,8,0,15,17,0,NA,0,0,1,0,36,2,0,1,8,0,13,0,5
chr2.25391251.R,12,22,2,11,11,0,0,3,0,NA,0,0,0,0,0,0,11,0,19,9,0,8,0,0,2,0,42,0,0,0,NA,0,6,0,15
chr2.25391264.F,13,33,1,8,6,0,0,0,0,0,0,0,0,0,0,0,8,0,15,14,0,NA,0,0,0,1,36,0,1,2,5,0,12,0,NA
chr2.25391265.R,13,22,0,11,8,0,0,0,0,NA,0,0,0,0,0,0,12,1,19,11,0,8,0,0,0,0,42,0,0,0,NA,0,7,0,16
chr2.25391275.R,12,20,0,12,8,1,0,0,1,NA,0,0,0,0,0,0,12,0,19,12,0,8,0,0,0,0,41,2,0,0,NA,0,7,0,16
chr2.25391281.R,13,21,2,12,11,1,0,0,1,NA,0,1,0,0,0,0,13,1,18,12,0,8,0,0,4,0,41,1,0,0,NA,0,7,0,16
chr2.25391287.R,12,22,0,11,10,0,0,0,1,NA,0,1,0,0,0,0,13,0,19,12,0,7,0,0,1,0,41,0,0,0,NA,0,5,0,17
chr2.25391329.F,15,8,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,2,0,0,0,0,17,0,0,0,7,0,2,0,1
chr2.25391342.F,11,11,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,8,4,0,1,0,0,0,0,16,0,1,0,5,0,2,0,1
chr2.25391353.F,11,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,0,2,0,0,0,0,10,0,0,0,5,0,4,0,1
chr2.25391358.F,17,13,0,4,1,0,1,0,0,0,0,0,0,0,0,0,3,0,7,6,0,2,0,0,0,0,20,0,2,0,4,0,4,0,3
chr2.25391373.F,8,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,0,1,0,0,0,0,17,0,1,0,5,0,2,0,1
chr2.25391394.F,16,15,1,4,6,0,0,1,0,0,1,1,0,2,0,0,3,0,9,4,0,3,0,1,1,0,24,0,1,0,9,0,3,0,3
chr2.25391400.F,15,15,0,4,3,0,0,0,0,0,0,1,2,0,0,0,2,0,9,3,0,3,0,0,0,0,24,0,1,0,7,0,3,0,3
chr2.25391404.F,17,12,0,4,11,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,0,3,0,0,1,0,24,0,1,0,8,0,3,0,2
chr2.25391407.F,18,18,1,4,9,1,0,0,0,0,0,0,0,2,0,0,2,2,8,5,1,2,0,0,0,0,24,0,1,0,8,0,3,0,2
chr2.25391417.F,18,18,0,4,11,0,0,0,0,0,0,0,0,0,0,0,2,0,9,4,0,3,0,0,0,0,24,0,1,0,7,0,3,0,3
chr2.25391421.F,14,19,0,2,5,1,0,0,0,0,0,1,0,0,0,0,2,0,8,4,0,3,0,0,0,0,22,1,1,0,7,0,3,0,2
chr2.25391423.F,17,17,0,4,7,0,0,0,0,0,0,0,0,0,0,0,2,0,9,5,0,3,0,0,0,0,19,0,1,0,8,0,3,0,3
chr2.25391424.R,12,21,1,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,2,0,0,0,0,0,0,22,0,0,0,3,0,4,1,7
chr2.25391444.R,15,25,0,7,9,0,0,0,0,0,1,0,0,3,0,1,4,0,7,2,1,3,0,0,5,4,30,0,0,0,5,0,6,0,13
chr2.25391447.R,15,24,0,8,11,0,0,0,1,0,0,0,0,2,0,1,4,0,8,2,0,3,0,2,0,3,33,1,0,0,6,1,8,0,13
chr2.25391450.R,15,26,0,9,12,0,0,0,0,1,0,1,0,0,0,1,4,0,8,2,0,3,3,0,0,6,32,1,0,0,7,0,6,3,13
chr2.25391460.R,18,27,0,9,14,0,0,0,0,1,0,0,0,0,0,0,4,0,8,4,3,5,0,0,0,3,30,0,0,0,7,0,6,0,16
chr2.25391462.R,18,24,2,9,14,0,0,0,0,0,0,0,0,0,1,0,4,0,11,4,1,4,0,0,0,3,32,0,0,0,6,0,5,1,15
chr2.25391487.R,6,13,0,9,10,0,0,0,0,0,0,0,0,0,0,1,4,0,9,4,1,6,0,0,0,0,26,0,0,0,8,0,0,0,8
chr2.25391504.R,13,14,0,10,10,1,0,1,0,0,0,0,0,0,0,0,5,0,15,6,0,7,3,1,2,0,14,0,0,0,1,0,7,0,10
chr2.25391506.R,8,16,0,10,11,0,0,0,0,0,0,0,0,0,0,0,4,0,16,6,0,6,0,0,0,0,10,0,0,0,2,0,2,0,9
chr2.25391523.R,10,7,0,5,4,1,0,0,0,0,0,1,0,0,0,0,5,0,13,3,0,1,0,0,0,0,14,0,0,0,6,0,0,0,3
chr2.27070652.R,3,6,0,5,NA,0,0,0,0,NA,0,0,0,0,1,1,NA,0,8,12,0,NA,0,0,0,0,9,NA,NA,0,0,0,0,0,0
